gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7
1.04231,0.209159,-1.5976,1.28087,0.081222,-0.420494,0.149823
1.04167,0.208965,-1.59832,1.28178,0.0845629,-0.420267,0.150993
1.04149,0.208803,-1.59826,1.28245,0.085383,-0.419688,0.150786
3.17038,-0.623151,-0.23453,-0.247065,0.0416959,0.0736943,0.0180507
3.35733,-0.713476,-0.201682,-0.273594,0.020557,0.085567,0.0215935
3.03336,-0.597059,-0.2209,-0.232902,0.0291418,0.0713143,0.0194597
3.09167,-0.606409,-0.219573,-0.238342,0.037935,0.0710383,0.0158354
2.96923,-0.586549,-0.192658,-0.221707,0.0189528,0.0694662,0.0211168
2.93438,-0.577976,-0.203832,-0.216888,0.0186185,0.067136,0.021641
2.83707,-0.516091,-0.191506,-0.205139,0.0250002,0.0589428,0.016614
2.92957,-0.576482,-0.168117,-0.208167,0.00609724,0.0642866,0.0221733
2.92652,-0.558294,-0.164572,-0.206981,0.00955877,0.0611531,0.0194818
2.88382,-0.5526,-0.158697,-0.201742,0.00557532,0.0614501,0.0214442
2.76289,-0.530039,-0.224069,-0.185,0.019442,0.0591375,0.0262411
2.95897,-0.595131,-0.213524,-0.21598,0.0220452,0.0680906,0.0206202
3.00926,-0.522325,-0.0805296,-0.226422,0.0167701,0.0588978,0.0053758
2.64954,-0.425434,-0.174528,-0.172893,0.0355735,0.0441216,0.0103385
2.78374,-0.514618,-0.0950733,-0.186573,0.00154873,0.0540555,0.011919
3.02596,-0.528849,-0.0522768,-0.222776,0.0138223,0.0572831,0.00193783
2.87543,-0.514121,-0.128503,-0.200662,0.0149765,0.0562298,0.0133724
2.91822,-0.526937,-0.141554,-0.211967,0.0266287,0.0600087,0.00946282
2.83701,-0.530178,-0.206527,-0.197019,0.0196727,0.0595133,0.0220431
3.06157,-0.557828,-0.169354,-0.22799,0.0328982,0.0627887,0.0108706
2.93992,-0.541365,-0.146585,-0.201501,0.00838258,0.0556254,0.0161139
2.78835,-0.551761,-0.196092,-0.187011,0.0102035,0.0610141,0.0260687
3.5115,-0.720608,-0.190066,-0.30782,0.0392341,0.0914102,0.0110267
3.49475,-0.739087,-0.180779,-0.301008,0.0326435,0.0924095,0.0121084
3.28191,-0.697013,-0.235094,-0.259651,0.0174242,0.0828751,0.0269697
3.17226,-0.628056,-0.19885,-0.244267,0.0262354,0.0717343,0.0174533
3.10568,-0.617169,-0.191014,-0.247839,0.0275867,0.0762867,0.0172258
3.01663,-0.558439,-0.122119,-0.226109,0.0151937,0.0641246,0.0128721
3.04475,-0.570755,-0.155142,-0.215959,0.0162372,0.0603951,0.0142639
2.83421,-0.534159,-0.150588,-0.197138,0.0206556,0.0592075,0.0141069
2.91041,-0.55305,-0.185491,-0.208906,0.0237096,0.062567,0.0179596
2.93013,-0.555513,-0.193149,-0.20104,0.0144602,0.0589843,0.0213776
2.69346,-0.463,-0.149351,-0.173929,0.0141349,0.0485767,0.0170357
2.62817,-0.446935,-0.161025,-0.166458,0.0171838,0.0460096,0.0152672
2.80545,-0.490558,-0.153235,-0.186908,0.0179531,0.0502375,0.0138333
2.96828,-0.550961,-0.0844472,-0.22442,-0.00368708,0.0651103,0.0171263
3.10491,-0.599792,-0.114573,-0.23065,0.00202489,0.0658941,0.0142521
3.10804,-0.585022,-0.181123,-0.244352,0.0323437,0.0682689,0.0113255
3.12109,-0.58279,-0.183298,-0.241863,0.0331498,0.0673961,0.0121553
3.13747,-0.615264,-0.144662,-0.230254,0.00585748,0.0667256,0.0174347
3.10263,-0.623359,-0.147296,-0.230019,0.0113138,0.07014,0.0158597
3.05598,-0.574381,-0.169187,-0.227875,0.0225983,0.0648519,0.0155082
2.97464,-0.567095,-0.148205,-0.222517,0.0222259,0.066583,0.0130463
2.99392,-0.566276,-0.220577,-0.229835,0.0324226,0.0677942,0.018226
3.03911,-0.605844,-0.199547,-0.224471,0.0231933,0.0683909,0.018268
3.09099,-0.610567,-0.165544,-0.24041,0.0174572,0.0728689,0.0177345
3.08114,-0.60925,-0.155342,-0.239019,0.0172268,0.0733926,0.0175544
3.19175,-0.615666,-0.155817,-0.239319,0.0142532,0.0686356,0.0176391
2.97199,-0.533776,-0.181307,-0.228936,0.0409529,0.0631953,0.00783238
2.91708,-0.523262,-0.202147,-0.21978,0.0488618,0.0616725,0.00804828
2.99912,-0.533284,-0.197548,-0.236332,0.0381025,0.0645044,0.012736
2.98416,-0.614121,-0.169679,-0.218612,0.0075073,0.0711635,0.0218325
2.99887,-0.587053,-0.199777,-0.214703,0.0121408,0.0649848,0.0231248
3.1137,-0.621566,-0.198053,-0.24141,0.0165474,0.074427,0.0230078
3.08208,-0.548106,-0.0856709,-0.238206,0.0230225,0.0630787,0.00275302
3.0837,-0.630528,-0.227195,-0.232139,0.0235749,0.0727278,0.0228038
3.07557,-0.651002,-0.220608,-0.222658,0.0229905,0.072652,0.0221701
3.27903,-0.67118,-0.0956109,-0.253677,-0.012389,0.0764782,0.0202057
3.23983,-0.63844,-0.132127,-0.25412,0.0234062,0.0733331,0.00852567
3.00455,-0.597492,-0.261408,-0.229788,0.0289535,0.0716961,0.0263248
3.05458,-0.596885,-0.215809,-0.231789,0.0318737,0.0692133,0.0178507
3.27437,-0.613952,-0.185848,-0.260447,0.0428538,0.0700462,0.00691183
2.96449,-0.598124,-0.204343,-0.196562,0.000109775,0.0619402,0.0298762
2.93424,-0.529245,-0.217014,-0.237527,0.0456312,0.0674543,0.0118532
2.83052,-0.503908,-0.0885936,-0.197037,0.0045546,0.0557729,0.0130078
3.00801,-0.609958,-0.19484,-0.216619,0.00995235,0.069039,0.0261873
3.0582,-0.55642,-0.177532,-0.238763,0.0457103,0.0647126,0.00483
3.02979,-0.586377,-0.152745,-0.218408,0.0134104,0.0646667,0.0179706
2.98876,-0.577479,-0.163279,-0.220486,0.0102713,0.0658469,0.018163
2.96468,-0.589913,-0.170544,-0.216745,0.00613805,0.0683876,0.0230694
2.96396,-0.603371,-0.169829,-0.207691,0.00499482,0.0669384,0.0226474
2.94744,-0.528385,-0.120604,-0.222922,0.0171455,0.0616876,0.0112298
2.97849,-0.582106,-0.194714,-0.224142,0.0243382,0.0690548,0.0184775
2.95456,-0.562181,-0.190347,-0.214555,0.0259706,0.0635267,0.0161796
3.20278,-0.642216,-0.21992,-0.25667,0.0222076,0.0776455,0.0234432
2.9971,-0.557922,-0.184125,-0.232417,0.033257,0.065985,0.0109254
3.11327,-0.609294,-0.221356,-0.244716,0.0272215,0.0722062,0.0192337
2.93738,-0.6109,-0.187876,-0.208859,-0.00350599,0.0693353,0.0278988
3.00518,-0.518968,-0.12844,-0.231857,0.0317435,0.0590801,0.00148603
2.92932,-0.509027,-0.0858383,-0.216961,0.0258951,0.0576978,0.000147411
3.2183,-0.654736,-0.233542,-0.250733,0.0131861,0.0768657,0.0287437
2.73409,-0.4333,-0.0149643,-0.177975,0.00525159,0.0420731,-0.0018351
2.72726,-0.42841,-0.00542379,-0.178812,0.005991,0.0422343,-0.00228156
2.95972,-0.539552,-0.17256,-0.216586,0.0295465,0.0613136,0.0126801
2.76303,-0.507097,-0.200486,-0.188918,0.0260733,0.0558462,0.0187426
3.12582,-0.609581,-0.183353,-0.236831,0.017736,0.070384,0.0194136
2.97947,-0.569312,-0.252607,-0.215477,0.0281844,0.0635763,0.0235532
3.00688,-0.592902,-0.260129,-0.226172,0.0365649,0.0684851,0.020657
2.98323,-0.561909,-0.0864167,-0.216776,0.0101892,0.0637465,0.010608
3.06659,-0.546663,-0.0759036,-0.223761,0.00730646,0.058049,0.00800739
2.92744,-0.496337,-0.0493413,-0.198734,-0.00151795,0.0496204,0.00686454
2.89754,-0.519651,-0.0558905,-0.203446,-0.00253759,0.0558606,0.00930652
2.84529,-0.483109,-0.131818,-0.186274,0.0103343,0.0473392,0.0145243
2.74083,-0.507284,-0.129389,-0.181599,0.0134855,0.0549509,0.0140689
3.20673,-0.67041,-0.202015,-0.245753,0.0129501,0.0772825,0.0241313
2.91948,-0.545224,-0.15744,-0.21536,0.0144605,0.0626483,0.0170375
2.88977,-0.553798,-0.24436,-0.220536,0.0344514,0.0683203,0.0215887
2.9595,-0.605261,-0.28684,-0.235426,0.0330357,0.0772755,0.0278264
2.94533,-0.611757,-0.281007,-0.215759,0.034954,0.0721347,0.027613
2.76987,-0.534042,-0.149751,-0.1775,0.00794158,0.056814,0.020114
2.82541,-0.551643,-0.161573,-0.197017,0.00379589,0.0617392,0.0203701
3.03934,-0.517951,-0.0749417,-0.230333,0.0183899,0.0576295,0.00287351
2.95353,-0.574707,-0.138339,-0.209956,0.00902674,0.0640542,0.0156045
3.19115,-0.62559,-0.133076,-0.240382,0.0135098,0.0706314,0.014374
3.1831,-0.630265,-0.134936,-0.244348,0.0165519,0.0720583,0.0133794
3.27013,-0.696489,-0.239272,-0.266947,0.0245573,0.0848907,0.0249924
3.1267,-0.638699,-0.235154,-0.245664,0.0280636,0.0769868,0.0223863
3.03355,-0.591247,-0.169638,-0.230751,0.0195696,0.0691034,0.0167115
3.10788,-0.595752,-0.143188,-0.240459,0.020066,0.0689562,0.010656
3.0452,-0.542911,-0.123022,-0.237469,0.0236346,0.0638439,0.00726476
3.01155,-0.544355,-0.138288,-0.220437,0.0249823,0.0598901,0.00801567
3.02502,-0.546427,-0.115669,-0.229635,0.0204001,0.0635123,0.0108515
3.01368,-0.590498,-0.173833,-0.232414,0.0229896,0.0719935,0.0189774
2.99897,-0.591556,-0.198557,-0.229145,0.018768,0.0695283,0.0194565
2.94706,-0.571122,-0.157149,-0.215586,0.0192795,0.0645433,0.0130898
2.80918,-0.495533,-0.0838515,-0.190641,0.0112981,0.0532303,0.00760423
2.97474,-0.475063,-0.0343652,-0.217689,0.0137682,0.0505889,-0.000662694
2.82967,-0.517563,-0.0871972,-0.188233,-0.000348801,0.054155,0.0127909
3.0439,-0.576385,-0.197714,-0.224053,0.0248737,0.0652223,0.0179279
2.95107,-0.582644,-0.206062,-0.218815,0.0272894,0.0681514,0.0202423
2.75441,-0.47045,-0.0415155,-0.172471,-0.00457239,0.044847,0.00650631
2.70851,-0.495137,-0.1868,-0.172785,0.01999,0.0513651,0.017599
2.8728,-0.511605,-0.115898,-0.19794,0.00513568,0.0540906,0.0143305
2.94488,-0.548132,-0.0370245,-0.198811,-0.0111609,0.0558252,0.00950363
3.01473,-0.506645,-0.0344639,-0.217323,0.0192674,0.0533329,-0.00358115
3.12896,-0.562193,-0.0218565,-0.231949,-0.000399097,0.0604915,0.00280887
3.06061,-0.580915,-0.0640115,-0.225246,-0.00346951,0.0642296,0.0104816
2.89497,-0.514377,-0.164434,-0.20622,0.0232236,0.0571593,0.0143352
3.02412,-0.589376,-0.170105,-0.22397,0.0146007,0.0672821,0.0180502
2.87889,-0.519305,-0.199251,-0.207636,0.0327943,0.0581622,0.0150459
2.83656,-0.521369,-0.211025,-0.198927,0.0263089,0.0574879,0.0190779
2.78814,-0.49478,-0.126593,-0.191833,0.0221527,0.0533261,0.00833851
2.91953,-0.499967,-0.131989,-0.206804,0.0205059,0.0542838,0.0116639
2.929,-0.552651,-0.158868,-0.215094,0.00837649,0.0637574,0.019594
2.95502,-0.59887,-0.179136,-0.210946,0.0120313,0.0684382,0.0217929
3.03699,-0.595959,-0.188802,-0.227985,0.0213371,0.0694328,0.0186432
2.79835,-0.538027,-0.153011,-0.180606,0.00444013,0.0557076,0.0212286
3.0143,-0.599792,-0.182345,-0.222894,0.0176056,0.0683344,0.0182416
2.99055,-0.545589,-0.0971554,-0.226108,0.0143484,0.0627843,0.00750937
3.16851,-0.604715,-0.0357424,-0.237919,0.0012687,0.0670856,0.00507602
2.48752,-0.397617,-0.167178,-0.141502,0.026782,0.0383015,0.0134351
2.93906,-0.540737,-0.144749,-0.210577,0.0173838,0.0596807,0.014892
2.97856,-0.562431,-0.133697,-0.219259,0.00546359,0.063495,0.0159584
3.34397,-0.707518,-0.22291,-0.274214,0.0292423,0.0840877,0.0178443
3.32616,-0.676017,-0.238714,-0.285876,0.0325575,0.0858089,0.020842
3.39519,-0.707076,-0.22197,-0.29652,0.0297549,0.090487,0.0201886
3.37791,-0.7217,-0.233127,-0.286264,0.0307542,0.0892582,0.0217954
2.96094,-0.55637,-0.130515,-0.201913,0.00551801,0.0586101,0.0158151
2.77483,-0.45686,-0.102188,-0.189022,0.0227663,0.0492588,0.00481761
2.9699,-0.558914,-0.135379,-0.213002,0.00586626,0.0608658,0.0159845
3.03913,-0.59695,-0.0837372,-0.215145,-0.00293499,0.0650001,0.0146757
3.23375,-0.649542,-0.147225,-0.262576,0.0198647,0.0784842,0.0135451
3.39275,-0.694626,-0.182416,-0.28374,0.0329298,0.0847216,0.0123634
3.16341,-0.616536,-0.147798,-0.24251,0.0122318,0.0700905,0.0159032
3.15508,-0.612795,-0.162446,-0.252148,0.0233403,0.0743158,0.0142613
3.11307,-0.606819,-0.134982,-0.229405,0.00430004,0.0671633,0.0174911
2.93095,-0.518527,-0.150009,-0.215831,0.0240961,0.0585115,0.0112952
3.31469,-0.67253,-0.193017,-0.271147,0.0334029,0.0815014,0.0147618
3.19981,-0.676752,-0.251978,-0.249325,0.0123372,0.0792551,0.0301009
3.21137,-0.684254,-0.254248,-0.242189,0.012571,0.077866,0.0319699
3.24468,-0.642749,-0.184501,-0.264996,0.0311857,0.0783246,0.0138808
3.20996,-0.625906,-0.143212,-0.257489,0.0172636,0.0744998,0.0136334
2.85402,-0.524746,-0.131751,-0.196357,0.00406399,0.0570818,0.0191547
2.83326,-0.542745,-0.144602,-0.191305,-0.00130864,0.0590572,0.0235718
2.89532,-0.580679,-0.193466,-0.211331,0.00757259,0.0674612,0.0238125
3.02382,-0.567651,-0.129691,-0.218951,0.0200331,0.0608414,0.0079712
2.95916,-0.548337,-0.11562,-0.220017,0.0228586,0.06353,0.0089289
2.88531,-0.575512,-0.201002,-0.213308,0.0166962,0.0683866,0.0232849
2.98046,-0.553639,-0.171246,-0.22378,0.0321448,0.0639648,0.0118938
2.88492,-0.525355,-0.182401,-0.212045,0.0316154,0.0602652,0.0120426
2.86155,-0.536831,-0.16649,-0.2047,0.0276402,0.0607738,0.012927
2.94846,-0.58448,-0.275697,-0.223904,0.0210964,0.0695238,0.0297982
3.03935,-0.527769,-0.00537279,-0.222635,0.0103785,0.0573119,-0.00216328
3.0243,-0.54148,-0.0712243,-0.21624,0.00565781,0.0572514,0.00804393
3.13471,-0.57711,-0.136305,-0.240712,0.0312316,0.0651414,0.00565606
3.16503,-0.689169,-0.238054,-0.24922,0.0103442,0.0837193,0.0317093
3.12358,-0.602696,-0.158815,-0.24868,0.0207516,0.0733011,0.0151025
3.06187,-0.653065,-0.165503,-0.226537,0.00314795,0.0757821,0.0237653
3.09175,-0.542227,-0.0209857,-0.229836,0.0143844,0.0581686,-0.00418332
3.26277,-0.63598,-0.110097,-0.264478,0.0109531,0.0748466,0.00983162
3.26878,-0.648342,-0.0937699,-0.267085,0.00739538,0.0777092,0.00933131
2.54988,-0.445768,-0.248121,-0.16027,0.0272904,0.0488848,0.0262179
3.00714,-0.569781,-0.12068,-0.22263,0.0107653,0.0645886,0.0137299
3.04056,-0.566652,-0.116466,-0.232084,0.0168234,0.0650182,0.00900645
3.09601,-0.638757,-0.262125,-0.244417,0.0267207,0.0773396,0.0256308
3.12125,-0.620435,-0.179697,-0.246304,0.0154647,0.0735536,0.0179385
3.15713,-0.621087,-0.178318,-0.237285,0.0194907,0.0703631,0.0185094
2.99972,-0.6026,-0.167458,-0.21837,0.000600704,0.0696662,0.0269101
3.13224,-0.585217,-0.118945,-0.231247,0.0105809,0.062258,0.00951578
3.08915,-0.568233,-0.0492015,-0.23271,0.0131328,0.0644202,0.0035288
3.0584,-0.573909,-0.119223,-0.240871,0.0185704,0.0678829,0.00823682
3.23389,-0.663249,-0.194014,-0.25304,0.0265581,0.078281,0.0191741
3.23627,-0.672529,-0.197494,-0.263452,0.0163692,0.0831874,0.0233843
3.17004,-0.636817,-0.263698,-0.250558,0.0330987,0.0748488,0.0226353
3.11091,-0.615684,-0.217436,-0.243681,0.0257673,0.0720352,0.0182609
3.12727,-0.644197,-0.212513,-0.24702,0.0272471,0.0765737,0.0173982
2.90419,-0.52852,-0.192668,-0.210229,0.0283319,0.0588213,0.0143722
2.90783,-0.53298,-0.168947,-0.206469,0.0279141,0.0585604,0.0122581
3.12271,-0.560061,-0.0968736,-0.237984,0.0178765,0.0620466,0.00522411
2.79795,-0.502769,-0.145464,-0.182725,0.019119,0.0512611,0.0125642
3.35622,-0.714606,-0.191138,-0.276264,0.0202508,0.0858425,0.018397
2.90062,-0.533101,-0.203837,-0.213744,0.032356,0.0619327,0.0178558
2.96807,-0.570936,-0.248076,-0.216559,0.025949,0.0643342,0.0227385
2.90884,-0.550518,-0.153876,-0.205901,0.00831188,0.0601327,0.0164174
2.86425,-0.504412,-0.147385,-0.206589,0.0265609,0.0571666,0.0120112
2.84294,-0.545514,-0.186808,-0.193085,0.0144288,0.0617185,0.0232855
3.00111,-0.544938,-0.169699,-0.230417,0.0276735,0.064107,0.011175
2.99765,-0.56595,-0.157746,-0.222324,0.0217048,0.0636236,0.0126075
3.04475,-0.557669,-0.0707926,-0.224292,-0.000114375,0.0609997,0.010119
3.09059,-0.573221,-0.0154914,-0.218068,-0.0134417,0.059297,0.00878865
2.7013,-0.436539,-0.0580454,-0.167981,0.00984516,0.0421557,0.00491737
3.06001,-0.568254,-0.176005,-0.231632,0.0195851,0.0643984,0.0165962
2.89545,-0.540044,-0.120917,-0.194941,0.015399,0.0555892,0.00884694
2.83962,-0.473274,-0.105618,-0.202463,0.0145181,0.0532884,0.0105189
3.25484,-0.636119,-0.115025,-0.257529,0.0123745,0.0738052,0.0103145
3.32543,-0.649708,-0.0995256,-0.264012,0.010828,0.0742154,0.0101634
2.90585,-0.572929,-0.211301,-0.206329,0.0196448,0.0649852,0.0230355
2.94863,-0.579494,-0.219644,-0.213317,0.0170779,0.0667587,0.0261541
2.6895,-0.437451,-0.0710722,-0.165701,0.0137842,0.041329,0.00357867
2.73,-0.479998,-0.108309,-0.170826,0.00333414,0.0478445,0.0141108
2.77883,-0.500433,-0.131939,-0.194049,0.00846353,0.0569062,0.0162573
2.94484,-0.572407,-0.181496,-0.199937,0.01351,0.0598488,0.0208529
2.93622,-0.560702,-0.174057,-0.207637,0.0127903,0.0607145,0.0189969
2.9282,-0.551087,-0.156725,-0.212601,0.0112033,0.0626201,0.0196889
2.96143,-0.5844,-0.162657,-0.214624,0.00336014,0.0669221,0.0244658
2.94956,-0.561395,-0.203512,-0.216675,0.0229057,0.0653691,0.0209166
3.02642,-0.611034,-0.220131,-0.23281,0.0194879,0.0731124,0.0246991
2.88092,-0.518755,-0.161423,-0.218472,0.033993,0.0617961,0.00931229
2.85764,-0.529786,-0.163491,-0.199764,0.0207248,0.0573217,0.0137113
2.92708,-0.577075,-0.177317,-0.203615,0.0126685,0.0639547,0.0215336
2.84104,-0.553663,-0.209397,-0.19745,0.00651315,0.0616878,0.0277827
2.8154,-0.491887,-0.135047,-0.201113,0.0202268,0.0563178,0.0123209
2.87784,-0.488123,-0.111199,-0.205961,0.0233253,0.0531582,0.00553765
2.6966,-0.423571,-0.0937457,-0.176227,0.0156794,0.0428279,0.00694619
2.66587,-0.373721,0.0561633,-0.165593,0.000442839,0.032666,-0.00893804
2.82983,-0.473971,-0.0906797,-0.199868,0.0103283,0.0514472,0.0085505
2.83621,-0.471683,-0.0789374,-0.200574,0.00833219,0.0520339,0.00854214
2.81132,-0.484073,-0.0919073,-0.198249,0.0107668,0.0535776,0.00953804
2.89264,-0.555374,-0.196716,-0.220203,0.0306242,0.0681438,0.0172975
3.12723,-0.559321,-0.0194921,-0.24454,0.00425313,0.064648,0.00291575
3.10262,-0.565805,-0.0297372,-0.235229,0.00360203,0.0623304,0.00230119
2.76044,-0.480386,-0.108851,-0.183842,0.0129287,0.0514308,0.0108402
2.70621,-0.458663,-0.147614,-0.177147,0.0206344,0.0469265,0.0123251
2.5987,-0.435891,-0.203048,-0.161734,0.0225748,0.0443926,0.0207858
3.36442,-0.708008,-0.19846,-0.275032,0.0105935,0.0849542,0.0231589
3.44359,-0.744583,-0.28389,-0.293891,0.0382857,0.0932548,0.025261
3.44554,-0.766579,-0.269434,-0.291788,0.0308452,0.0956029,0.0265855
3.34629,-0.731685,-0.28076,-0.28043,0.0221211,0.0908681,0.0304796
3.38673,-0.709322,-0.286064,-0.284543,0.0383763,0.0879953,0.025611
3.29482,-0.708055,-0.246987,-0.269339,0.0150819,0.0863066,0.0298274
3.25832,-0.625235,-0.197582,-0.265675,0.0442755,0.0746868,0.00919097
3.23805,-0.636913,-0.200945,-0.267475,0.0434199,0.0784287,0.0107837
2.63347,-0.445742,-0.103593,-0.149819,-0.00167774,0.0405876,0.0168073
2.96781,-0.498085,0.0128206,-0.21246,0.00856869,0.0531629,-0.00500287
2.79931,-0.535455,-0.222065,-0.18841,0.0163298,0.0585984,0.0247486
2.98564,-0.551773,-0.136348,-0.217749,0.00901301,0.0614707,0.0154919
3.07995,-0.598801,-0.125871,-0.222784,0.00715809,0.0659133,0.0158767
2.94772,-0.574248,-0.158849,-0.213215,0.0124478,0.0643212,0.0175816
3.48184,-0.74281,-0.234667,-0.307319,0.0344611,0.0964584,0.0215058
3.1844,-0.617682,-0.100585,-0.245415,0.0162217,0.0704128,0.00756868
3.1508,-0.689285,-0.226053,-0.239847,0.0116294,0.0814234,0.0296789
3.1384,-0.579379,-0.189127,-0.253795,0.0415714,0.0694602,0.00763977
3.08464,-0.572759,-0.138452,-0.242052,0.0339106,0.0686099,0.00714969
3.012,-0.590217,-0.214766,-0.232572,0.0249254,0.0703878,0.0192881
3.04154,-0.574771,-0.202277,-0.230607,0.0305267,0.0650754,0.0140633
2.8961,-0.520808,-0.0966765,-0.203396,0.00812844,0.0572006,0.0120612
3.17668,-0.649099,-0.11078,-0.242033,0.000658123,0.0751046,0.0174771
3.21527,-0.686971,-0.222011,-0.238145,0.00994532,0.0763457,0.0282111
3.08341,-0.624887,-0.215287,-0.222059,0.0222348,0.0688269,0.0225171
2.99979,-0.586885,-0.21425,-0.238168,0.0285898,0.0730129,0.0190374
3.11545,-0.606941,-0.224855,-0.234468,0.0228019,0.06713,0.0199052
3.11873,-0.642961,-0.281458,-0.252014,0.036118,0.0785923,0.0237453
3.11297,-0.637516,-0.269177,-0.245003,0.0363542,0.0777634,0.024781
3.08212,-0.633386,-0.275781,-0.241103,0.0361101,0.077829,0.0256215
3.22233,-0.639311,-0.176939,-0.252339,0.0240687,0.0738349,0.0141047
3.13837,-0.626097,-0.229853,-0.252021,0.0304229,0.0762194,0.0190495
3.05442,-0.599477,-0.14419,-0.226189,0.0098752,0.0667528,0.0157226
3.076,-0.588539,-0.139031,-0.230511,0.00974389,0.0663486,0.016965
3.06459,-0.607598,-0.126493,-0.215921,0.00470441,0.0644288,0.0147271
2.87576,-0.504817,-0.132024,-0.208094,0.0224835,0.0563642,0.0099106
2.94343,-0.528557,-0.105572,-0.202033,0.00672914,0.0537033,0.0115733
3.09926,-0.657009,-0.241553,-0.239977,0.0165638,0.0805048,0.0305611
3.18529,-0.672855,-0.226033,-0.255397,0.0236386,0.0805417,0.0219188
3.28164,-0.705917,-0.224071,-0.262807,0.017994,0.0835268,0.0239058
3.35832,-0.706279,-0.181757,-0.274546,0.0308991,0.0850235,0.0135947
3.34692,-0.739945,-0.216988,-0.276216,0.0191244,0.0904788,0.022455
3.20495,-0.64645,-0.190065,-0.26346,0.0318603,0.0798283,0.0138916
3.18963,-0.631056,-0.192314,-0.253526,0.0333635,0.0750808,0.0140258
3.18059,-0.618554,-0.20684,-0.263268,0.0320867,0.0767411,0.0153716
3.17655,-0.628622,-0.221609,-0.243619,0.0308857,0.0719947,0.019053
3.14607,-0.621254,-0.227444,-0.251421,0.0361314,0.074848,0.0170599
3.21247,-0.636138,-0.2317,-0.255645,0.0337702,0.0754972,0.0195504
3.125,-0.590932,-0.112066,-0.239382,0.0168432,0.0671647,0.00752
3.00485,-0.542263,-0.0660097,-0.222806,0.00414793,0.0611547,0.0102075
3.02917,-0.538236,-0.0409318,-0.213857,-0.00727083,0.0552688,0.00695752
3.18952,-0.655499,-0.149845,-0.250927,0.0102886,0.0778283,0.0169187
3.01333,-0.567293,-0.21956,-0.231127,0.0285201,0.0667991,0.0183382
2.89599,-0.498142,-0.0869654,-0.211111,0.0252125,0.056407,0.00299271
2.99774,-0.58496,-0.174848,-0.220897,0.0115047,0.0665906,0.0207748
2.94986,-0.539617,-0.174205,-0.225244,0.0363352,0.0638916,0.00965106
2.97068,-0.601349,-0.15376,-0.206014,-0.012437,0.0650857,0.0281766
2.89049,-0.52668,-0.151583,-0.210497,0.0242092,0.0601611,0.0121159
2.87509,-0.535649,-0.144226,-0.208173,0.0257778,0.0612255,0.0113686
3.02947,-0.550577,-0.0605193,-0.222701,0.00222175,0.0613977,0.00775153
3.04867,-0.617535,-0.27174,-0.237627,0.0305612,0.0747634,0.0265874
3.10443,-0.654971,-0.311544,-0.249588,0.0463032,0.0818566,0.0260702
3.06445,-0.583934,-0.088056,-0.22603,0.00225408,0.0654044,0.0127104
3.06041,-0.581373,-0.0879674,-0.228294,0.00178172,0.0652749,0.0130192
2.79939,-0.487817,-0.161334,-0.193151,0.025878,0.053439,0.0121896
2.80947,-0.49351,-0.156693,-0.19532,0.0265276,0.0531241,0.0111618
3.14887,-0.627217,-0.130349,-0.23837,0.00777079,0.071392,0.0150134
3.2399,-0.650605,-0.19031,-0.262422,0.0314271,0.0791068,0.0153113
3.22564,-0.657925,-0.176924,-0.255604,0.0134337,0.0780609,0.0202991
3.08946,-0.610879,-0.138129,-0.228271,0.00780051,0.0681347,0.0174301
3.19279,-0.63217,-0.258173,-0.264082,0.038586,0.0783239,0.021434
3.14171,-0.649273,-0.255774,-0.245977,0.0375434,0.0771589,0.0209804
3.19366,-0.703755,-0.301248,-0.258426,0.0261004,0.0884575,0.0336674
2.99881,-0.582023,-0.168495,-0.214884,0.00573161,0.0650638,0.0225859
2.87035,-0.530372,-0.174486,-0.204632,0.0290785,0.0609343,0.0136434
3.12253,-0.60124,-0.140331,-0.245814,0.0291693,0.0704842,0.00804917
3.00789,-0.57624,-0.131284,-0.22825,0.0219285,0.0672905,0.0107734
3.11761,-0.603015,-0.183563,-0.2339,0.0247018,0.0665367,0.0145815
3.03591,-0.576191,-0.15257,-0.234417,0.0251275,0.0693877,0.0128265
2.98045,-0.54666,-0.21068,-0.23162,0.0351876,0.0656178,0.0159112
3.26491,-0.669862,-0.0988948,-0.258595,-0.00104442,0.0778401,0.01381
3.02978,-0.578805,-0.0944881,-0.232017,0.0160224,0.0672268,0.00622349
3.04708,-0.574521,-0.213254,-0.232527,0.0178569,0.0669086,0.0230497
3.00636,-0.620591,-0.21171,-0.227321,0.0167813,0.0737989,0.0243615
3.02652,-0.619889,-0.235075,-0.223758,0.0105517,0.0723741,0.0311259
3.00154,-0.568038,-0.240475,-0.231187,0.0294379,0.0670476,0.0213515
2.98956,-0.543974,-0.0385846,-0.222621,0.0165672,0.0618271,-0.000278421
3.0509,-0.532574,-0.126504,-0.239816,0.0313396,0.0624767,0.00412417
3.16244,-0.626342,-0.226691,-0.246096,0.0301064,0.0728502,0.0190738
3.08688,-0.643821,-0.294358,-0.23838,0.0346673,0.0764271,0.0271345
3.48353,-0.725871,-0.126429,-0.29713,0.016747,0.0879745,0.00983726
3.51159,-0.704925,-0.102329,-0.30052,0.0189881,0.084927,0.00579567
3.35592,-0.767453,-0.332171,-0.283285,0.0322227,0.0962664,0.0324124
3.2303,-0.615779,-0.129735,-0.259614,0.0230892,0.0737256,0.0104361
