gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7
3.08446,-0.599921,-0.147686,-0.243352,0.0276737,0.0718116,0.0104189
3.11295,-0.623506,-0.141881,-0.233285,0.0115576,0.0718455,0.0167259
3.08361,-0.637391,-0.166602,-0.232664,0.00978197,0.0732531,0.0203775
3.06161,-0.537754,-0.00835604,-0.226292,0.0178183,0.058767,-0.00751788
3.14291,-0.562887,-0.0125592,-0.247192,0.0105366,0.0660795,-0.00128232
3.06658,-0.553799,-0.0916624,-0.232638,0.0169344,0.0626256,0.00612437
3.21887,-0.603164,-0.0410343,-0.250925,0.00740901,0.0677288,0.00220331
2.92476,-0.554346,-0.236774,-0.205514,0.0290918,0.0609192,0.022425
2.88106,-0.554396,-0.24453,-0.202398,0.0242482,0.0609194,0.0235034
2.99778,-0.565681,-0.156211,-0.213087,0.0186599,0.0606099,0.0153477
3.21545,-0.651996,-0.131178,-0.256217,0.016097,0.0774096,0.013478
2.89525,-0.524522,-0.196912,-0.21689,0.0313361,0.0618869,0.0140124
2.86642,-0.497361,-0.045965,-0.188259,-0.00389647,0.047699,0.00599748
2.9562,-0.551476,-0.159377,-0.221241,0.0255978,0.0637671,0.0118876
2.97388,-0.599122,-0.17827,-0.220607,0.01214,0.0701236,0.0222544
3.01066,-0.553016,-0.159,-0.23012,0.0279707,0.0642756,0.0109704
3.12311,-0.541124,-0.0980309,-0.253261,0.0359533,0.0643546,-0.00266411
2.89768,-0.563602,-0.1867,-0.213225,0.0155357,0.0663767,0.0213239
3.02055,-0.622751,-0.230196,-0.235427,0.0105339,0.0765186,0.0297616
2.95666,-0.603334,-0.305343,-0.235412,0.0443377,0.0767455,0.0259314
3.13054,-0.613898,-0.282387,-0.241649,0.0488223,0.0726321,0.0219052
3.29225,-0.698715,-0.149629,-0.265199,0.00780885,0.0842947,0.0198429
2.99598,-0.612216,-0.246999,-0.225835,0.0267437,0.0723552,0.0241789
3.04769,-0.57869,-0.15751,-0.237465,0.0268446,0.0696222,0.0112681
3.1054,-0.604213,-0.18232,-0.235781,0.0223151,0.0694341,0.0155407
2.88913,-0.515578,-0.170597,-0.211316,0.0266542,0.0597338,0.0144042
2.88733,-0.560053,-0.205602,-0.198498,0.00194663,0.0600373,0.0283513
3.12991,-0.643399,-0.175378,-0.242197,0.00239727,0.0759737,0.024352
3.1248,-0.64138,-0.184274,-0.225497,0.00258908,0.0700413,0.0250835
3.09694,-0.657578,-0.160996,-0.231541,-0.00134563,0.0762161,0.0242767
3.03674,-0.585771,-0.266472,-0.227161,0.0413289,0.0664383,0.0203821
3.17738,-0.681705,-0.205079,-0.246765,0.00833073,0.0817975,0.0276661
3.07933,-0.588345,-0.17311,-0.233656,0.0248573,0.0678293,0.014326
3.05896,-0.575942,-0.151604,-0.235925,0.02662,0.0677534,0.0108621
3.11886,-0.645638,-0.221453,-0.243382,0.0264359,0.0767363,0.0203243
3.11733,-0.628021,-0.224729,-0.246477,0.0278888,0.0759783,0.0202521
3.10972,-0.620887,-0.23023,-0.241602,0.0313634,0.0735788,0.0194814
2.97056,-0.617366,-0.225362,-0.210205,0.0162224,0.0693966,0.0266926
2.91752,-0.544662,-0.196168,-0.218346,0.0301827,0.0641645,0.0158036
3.02508,-0.568237,-0.170209,-0.227443,0.0255443,0.0661316,0.0157919
2.4158,-0.349184,-0.138159,-0.139745,0.0216468,0.0333385,0.00927543
2.97007,-0.545405,-0.109876,-0.213924,-0.00268966,0.0593415,0.0153768
2.76692,-0.516616,-0.219677,-0.179815,0.0163529,0.0540474,0.0254201
2.75235,-0.509949,-0.214774,-0.178147,0.013817,0.053188,0.0243112
2.64315,-0.495233,-0.161456,-0.165804,0.00883369,0.052537,0.0199843
2.64947,-0.494821,-0.172433,-0.165646,0.00367656,0.0528068,0.024909
3.09337,-0.545332,-0.058697,-0.237281,0.018247,0.0612447,0.00027086
3.10393,-0.530717,-0.0665319,-0.236532,0.0207024,0.0586732,0.00123282
3.12337,-0.611823,-0.110286,-0.240182,0.00846086,0.0707576,0.0127226
3.20374,-0.614699,-0.0859518,-0.245955,0.0100752,0.0689987,0.00715342
3.2446,-0.62455,-0.108667,-0.257445,0.0200747,0.0727624,0.00623146
2.90693,-0.561667,-0.204438,-0.206409,0.00638813,0.0630328,0.0259569
2.86142,-0.470672,-0.137672,-0.209576,0.0339332,0.0533783,0.00565781
2.87257,-0.534566,-0.138263,-0.201962,0.0132966,0.0595477,0.0157668
2.92511,-0.504437,-0.0825245,-0.209331,0.0245278,0.055527,0.00287129
3.1076,-0.628418,-0.201908,-0.231379,0.012773,0.0706165,0.0227284
3.07972,-0.637998,-0.211881,-0.24086,0.0158951,0.0769672,0.0237807
2.97987,-0.578024,-0.218981,-0.221336,0.0297675,0.0663505,0.018303
3.21504,-0.650764,-0.189701,-0.246598,0.0294897,0.0751707,0.0157904
2.8527,-0.54689,-0.183924,-0.203481,0.0042493,0.0629859,0.0273962
2.95696,-0.590793,-0.190469,-0.203903,0.00369061,0.0625728,0.0246246
2.8919,-0.468732,-0.102677,-0.207642,0.0294789,0.0508987,0.00243431
3.28086,-0.643392,-0.0614635,-0.255683,0.000647077,0.0735832,0.00938943
3.3467,-0.655416,-0.0677503,-0.270794,0.0115578,0.0759381,0.00510655
2.66692,-0.436396,-0.147387,-0.16558,0.0240757,0.0425487,0.00918609
2.94702,-0.527816,-0.135271,-0.213167,0.007833,0.0586414,0.0173778
3.0539,-0.600351,-0.141581,-0.230789,0.0135765,0.0689739,0.0157898
3.12522,-0.581924,-0.144021,-0.235768,0.0130789,0.0657002,0.0148386
3.31517,-0.650727,-0.106288,-0.25888,0.0106289,0.0741959,0.0111252
3.00281,-0.576599,-0.19598,-0.227623,0.0273425,0.0692807,0.0190767
2.9252,-0.494111,-0.0581596,-0.1996,0.0134442,0.0503465,0.00289769
2.77584,-0.419307,-0.00682735,-0.177389,0.00538591,0.0379451,-0.00228982
3.08039,-0.582765,-0.126619,-0.228108,0.015599,0.0636025,0.0114522
2.99604,-0.602262,-0.198173,-0.218279,0.0181945,0.0695772,0.0211524
2.8551,-0.497676,-0.0773969,-0.200109,0.0147774,0.0523644,0.0044061
2.67066,-0.493087,-0.130858,-0.173938,-0.000138435,0.0536219,0.0203673
2.86542,-0.537191,-0.157577,-0.202001,0.0138515,0.0601633,0.0174546
3.00107,-0.56055,-0.101377,-0.225526,0.0125102,0.0636746,0.00799971
3.02258,-0.576717,-0.225443,-0.240116,0.0322285,0.0708917,0.0184634
3.45302,-0.735295,-0.209086,-0.290715,0.0171743,0.0901808,0.0240063
3.09652,-0.621332,-0.220078,-0.244918,0.018973,0.0753976,0.023938
3.0756,-0.610644,-0.136038,-0.223484,-0.00509079,0.0677513,0.0220532
3.01395,-0.52754,-0.150471,-0.235843,0.036282,0.0628552,0.00543268
3.21167,-0.601213,-0.0916295,-0.240292,0.0068264,0.0660638,0.0116376
3.04094,-0.559658,-0.0920713,-0.21478,0.00227872,0.0593852,0.0134427
3.01167,-0.557486,-0.0714362,-0.221454,0.00430631,0.0610102,0.00777532
2.91488,-0.521158,-0.111919,-0.202157,0.0141382,0.055785,0.0113524
2.86145,-0.499551,-0.102619,-0.200677,0.0163791,0.0538686,0.00727576
2.90495,-0.526006,-0.120446,-0.203303,0.0108171,0.0564219,0.0128308
2.73237,-0.469869,-0.107027,-0.178465,0.00505153,0.0484668,0.0133676
2.77102,-0.490892,-0.102208,-0.178255,0.00918405,0.0493435,0.0112455
2.75891,-0.463679,-0.0728245,-0.172274,0.00671242,0.0448251,0.00798311
2.66491,-0.423662,-0.0570475,-0.172262,0.00311485,0.0434849,0.00915341
2.96637,-0.557004,-0.183215,-0.210661,0.0206403,0.0604658,0.0182048
2.956,-0.570978,-0.189545,-0.203422,0.0189116,0.0600838,0.017821
3.04315,-0.585993,-0.158372,-0.221026,0.0162142,0.0641118,0.0136484
3.03786,-0.5654,-0.152456,-0.228041,0.0310695,0.0625186,0.00660033
2.5701,-0.401224,-0.0408497,-0.148336,-0.00927598,0.0362733,0.0109795
3.23421,-0.642333,-0.0957772,-0.256553,0.00956421,0.0751142,0.00993034
3.09503,-0.636149,-0.247382,-0.241857,0.0331108,0.0769188,0.0216597
3.13132,-0.649636,-0.202474,-0.23791,0.0210867,0.0751841,0.0209248
3.01175,-0.558054,-0.12485,-0.228177,0.0240031,0.0655439,0.008786
2.98683,-0.510231,-0.178613,-0.23083,0.0457891,0.0605101,0.00708748
2.86228,-0.519114,-0.195393,-0.211616,0.0381975,0.0606961,0.0114976
2.97183,-0.596737,-0.138967,-0.206001,-0.00284253,0.0643983,0.0221742
2.99533,-0.583624,-0.117977,-0.216655,-0.00772337,0.0651803,0.0205843
3.11306,-0.556202,-0.0920807,-0.24074,0.0173521,0.063866,0.00655686
2.96566,-0.564445,-0.211609,-0.216697,0.0301691,0.0637175,0.0162625
2.93338,-0.52668,-0.220131,-0.203173,0.0331209,0.054583,0.0168427
3.24315,-0.685785,-0.0742526,-0.254563,-0.0103585,0.08064,0.0152721
2.88357,-0.485382,-0.149336,-0.200971,0.0337042,0.0509595,0.00640089
2.90923,-0.564043,-0.105067,-0.206127,0.00579887,0.0629193,0.0136583
2.9323,-0.552163,-0.10745,-0.207939,0.00790866,0.0612359,0.0135271
3.02935,-0.553205,-0.0912876,-0.222376,0.00620811,0.0612204,0.0114178
2.63598,-0.427811,-0.061967,-0.161753,0.000629954,0.0407153,0.00860837
2.58084,-0.404639,-0.0657865,-0.147329,-0.00166696,0.0364756,0.0108307
3.47543,-0.716358,-0.173234,-0.295774,0.0203948,0.0877905,0.0159546
3.40525,-0.736865,-0.198057,-0.282754,0.0257073,0.0895108,0.0170518
3.10785,-0.663796,-0.283851,-0.250921,0.0257912,0.0839613,0.0319639
2.9194,-0.504292,-0.0402054,-0.203613,0.0112688,0.0521108,0.00117545
3.20463,-0.600303,-0.0831628,-0.253656,0.0118952,0.0698927,0.0080986
3.18172,-0.612577,-0.0819379,-0.242511,0.0148483,0.0698542,0.00804774
2.96063,-0.557298,-0.204229,-0.220187,0.0365816,0.0639645,0.0129049
3.09226,-0.600643,-0.109583,-0.219531,0.000737379,0.063612,0.0156409
3.06929,-0.567734,-0.120298,-0.228529,0.00741191,0.0632512,0.0145768
3.10902,-0.603631,-0.086973,-0.236377,0.0148677,0.0690138,0.00663745
2.78809,-0.525609,-0.10491,-0.181281,0.00337788,0.0550276,0.0140701
2.72418,-0.426099,-0.130223,-0.191652,0.0279898,0.0478789,0.00773726
2.8123,-0.500331,-0.248907,-0.19932,0.0398376,0.0555845,0.0169006
2.796,-0.517233,-0.222481,-0.201362,0.0420132,0.0616182,0.016845
2.82211,-0.521911,-0.223739,-0.204002,0.0363639,0.0596419,0.0154528
2.90241,-0.53691,-0.172961,-0.221754,0.0361779,0.0649681,0.0101558
3.08228,-0.594664,-0.119718,-0.2329,0.00889419,0.0682102,0.0140324
3.15297,-0.633453,-0.189085,-0.243498,0.0335073,0.072962,0.0120051
3.27457,-0.680866,-0.133439,-0.259406,0.00696216,0.0804236,0.0174173
3.32818,-0.697345,-0.126454,-0.265906,0.00439847,0.0815977,0.0158006
2.95824,-0.566528,-0.229583,-0.221079,0.0369465,0.0672288,0.0197282
2.9938,-0.603379,-0.181062,-0.221401,0.0063918,0.0692569,0.0226373
3.20739,-0.619263,-0.119738,-0.253653,0.0185257,0.0729754,0.00982611
3.28255,-0.640463,-0.15238,-0.272198,0.0275627,0.077772,0.0101854
3.1292,-0.594188,-0.131347,-0.244977,0.0233391,0.0694565,0.00907618
3.20766,-0.676042,-0.249291,-0.252681,0.0287952,0.0814828,0.0249095
3.31493,-0.658313,-0.170975,-0.270535,0.0270382,0.0778247,0.0125004
3.0939,-0.654382,-0.260311,-0.2352,0.0228213,0.0764243,0.0287876
3.06644,-0.651575,-0.25035,-0.238693,0.0209166,0.0791816,0.0281028
2.9736,-0.613418,-0.244319,-0.23052,0.0235194,0.075965,0.0261837
3.00595,-0.610702,-0.241248,-0.2314,0.0244869,0.0748335,0.0271579
2.9553,-0.570414,-0.200207,-0.216316,0.0251017,0.065585,0.0191562
2.53742,-0.44208,-0.162567,-0.147462,0.00942472,0.043155,0.0190304
3.13771,-0.586814,-0.0758127,-0.258153,0.0257679,0.0732912,0.000773193
2.78372,-0.529804,-0.132595,-0.191982,0.00695228,0.0594867,0.0179774
3.01335,-0.585149,-0.160711,-0.213514,0.0149554,0.063569,0.015189
3.04715,-0.592852,-0.177236,-0.23452,0.0186924,0.0693489,0.0167164
3.29179,-0.651995,-0.103844,-0.262182,0.0206277,0.0748282,0.0041173
2.93724,-0.539838,-0.147364,-0.222031,0.0220139,0.0629438,0.0110218
2.92875,-0.515586,-0.135756,-0.217528,0.025082,0.0597991,0.0110276
2.88202,-0.511586,-0.224014,-0.210968,0.0362418,0.0595627,0.0187655
2.97031,-0.571508,-0.183488,-0.214848,0.0293186,0.0644271,0.015763
2.94343,-0.520463,-0.0871608,-0.218215,0.0234984,0.0600804,0.00405742
2.8151,-0.491987,-0.117426,-0.196428,0.0164539,0.0535477,0.00966246
2.88263,-0.496339,-0.00806931,-0.196017,0.00452788,0.0510748,-0.000198852
2.8289,-0.492717,-0.125413,-0.193707,0.0288636,0.0510673,0.00318497
2.90546,-0.497535,-0.126195,-0.213682,0.0177078,0.0560281,0.0100555
3.13441,-0.62338,-0.0945711,-0.243458,0.0161964,0.0718534,0.00581466
3.00182,-0.548821,-0.0697346,-0.22225,0.0152505,0.0622545,0.00437795
3.09894,-0.644895,-0.233178,-0.241173,0.0258783,0.0779474,0.023139
3.19108,-0.663622,-0.242048,-0.249057,0.0258934,0.077873,0.0238757
3.18288,-0.676202,-0.234648,-0.244632,0.0268213,0.0797466,0.0241133
3.25846,-0.669513,-0.266171,-0.261968,0.0265542,0.0803528,0.0277102
3.15304,-0.641525,-0.188359,-0.247686,0.0254631,0.0762766,0.016514
3.15095,-0.640054,-0.187709,-0.247501,0.025472,0.0764447,0.0165586
2.92205,-0.514971,-0.119757,-0.216729,0.0252749,0.0586446,0.0064117
2.71163,-0.466022,-0.0407852,-0.170189,-0.00556593,0.0473779,0.0109868
2.71117,-0.426239,-0.0716449,-0.181441,0.0197452,0.0445027,0.00296729
2.93326,-0.552863,-0.0936713,-0.202945,0.00556381,0.0601107,0.0137101
2.9538,-0.473046,-0.0611931,-0.217418,0.0266701,0.0502248,-0.0050014
3.00599,-0.524359,-0.0683979,-0.234391,0.0343855,0.0619266,-0.00526145
3.06827,-0.527093,-0.0821268,-0.237208,0.0261332,0.0595204,-7.7667e-05
3.14255,-0.613014,-0.0731078,-0.238238,0.00946384,0.0695022,0.00611795
3.30757,-0.662359,-0.183659,-0.264205,0.0308835,0.0779936,0.0137161
3.12741,-0.637357,-0.228809,-0.243695,0.0265679,0.0766517,0.0227138
3.17356,-0.624508,-0.167876,-0.24803,0.0199325,0.0725825,0.015427
3.05898,-0.606647,-0.194065,-0.231266,0.0186531,0.0707992,0.0208328
3.24388,-0.605002,-0.119562,-0.269561,0.0288032,0.0735043,0.00426838
3.05127,-0.545805,-0.0837703,-0.234866,0.0320176,0.0640059,-0.000261824
3.07487,-0.543175,-0.0725395,-0.234759,0.0196578,0.0615202,0.00343994
3.05769,-0.544237,-0.0809666,-0.232766,0.0199014,0.0617894,0.00201496
2.91807,-0.571645,-0.172784,-0.203703,0.0112201,0.0639529,0.0221941
2.94941,-0.485706,-0.0273426,-0.217551,0.0251068,0.0539899,-0.00561133
2.76839,-0.453979,-0.010805,-0.182503,0.00362371,0.0449188,-0.00149011
3.24091,-0.655952,-0.212021,-0.265881,0.0364052,0.081253,0.0168493
3.25363,-0.662528,-0.185479,-0.261776,0.0198652,0.0796971,0.0201743
3.16946,-0.636439,-0.196685,-0.252705,0.0329634,0.0765254,0.0148053
3.21153,-0.669271,-0.191752,-0.249063,0.00985515,0.0785376,0.0246498
2.66233,-0.427804,-0.104584,-0.164491,0.0152008,0.040809,0.00765029
3.22373,-0.711894,-0.310352,-0.259565,0.030231,0.0889295,0.0341037
3.1486,-0.601233,-0.147333,-0.247905,0.0257457,0.0713684,0.0117409
3.17222,-0.641254,-0.174993,-0.248898,0.018674,0.0755474,0.0169141
3.20676,-0.633887,-0.194814,-0.256645,0.0194668,0.0747661,0.0193343
3.24619,-0.66504,-0.2737,-0.270863,0.0314697,0.0832,0.0248898
3.24597,-0.662284,-0.168866,-0.257922,0.0211713,0.0795169,0.0168954
2.9543,-0.512123,-0.167141,-0.224867,0.0435955,0.0604675,0.00795512
2.89589,-0.499323,-0.0977815,-0.205312,0.0273419,0.0552404,0.00402079
3.05959,-0.602922,-0.213429,-0.239614,0.0295487,0.071862,0.0173189
3.08314,-0.591954,-0.089359,-0.237133,0.00792776,0.0693637,0.0111848
3.06816,-0.57654,-0.0959955,-0.228608,0.0097677,0.063764,0.00911117
2.98063,-0.491791,-0.0459221,-0.22051,0.0187633,0.0541707,0.000117331
2.94048,-0.517103,-0.084664,-0.212782,0.0199143,0.0559683,0.00225129
2.7918,-0.515279,-0.192342,-0.198412,0.0185016,0.058837,0.0192651
3.01845,-0.56117,-0.139345,-0.225249,0.0276594,0.0635808,0.00806455
2.96147,-0.588175,-0.182561,-0.204255,0.000291201,0.0629141,0.026334
3.27678,-0.680082,-0.238674,-0.27526,0.0309592,0.0839799,0.0193816
3.25134,-0.661995,-0.210752,-0.258629,0.0321612,0.0791283,0.0179226
3.12335,-0.629487,-0.232725,-0.250897,0.0327295,0.0778625,0.0219478
2.93909,-0.543878,-0.120204,-0.220276,0.0109491,0.0641943,0.0137408
3.10315,-0.593375,-0.125457,-0.225089,0.0152175,0.0641746,0.012051
3.21479,-0.627083,-0.116283,-0.250168,0.0113745,0.071818,0.010868
2.80973,-0.499431,-0.179758,-0.196737,0.0302414,0.0562515,0.0137574
2.79573,-0.497682,-0.181183,-0.190995,0.0175543,0.0546012,0.0192494
2.67262,-0.503642,-0.211675,-0.163557,0.012447,0.0529727,0.0271236
3.66684,-0.774547,-0.195638,-0.335036,0.0310647,0.0994545,0.0150827
3.66185,-0.820276,-0.256973,-0.316659,0.0341863,0.101046,0.0236882
3.17334,-0.634446,-0.166172,-0.2531,0.027543,0.0754,0.0112746
3.0614,-0.615564,-0.129614,-0.223841,-0.0045403,0.0692053,0.0210539
2.8825,-0.537386,-0.16654,-0.197771,0.00723762,0.0574599,0.0214147
2.9501,-0.561384,-0.122336,-0.200337,-0.00771186,0.057861,0.02123
3.0572,-0.555323,-0.148991,-0.231606,0.0193176,0.0629208,0.0125224
3.03801,-0.585388,-0.150273,-0.230223,0.0235525,0.0675071,0.0115205
3.1034,-0.619219,-0.186997,-0.240668,0.0183308,0.0729605,0.0198542
2.91255,-0.531248,-0.129818,-0.21442,0.0188336,0.0604467,0.0107143
2.99236,-0.574488,-0.14075,-0.221198,0.0114762,0.0655892,0.0167097
2.80549,-0.490404,-0.11553,-0.192232,0.0127582,0.0523319,0.0104837
3.07595,-0.580239,-0.157152,-0.23347,0.0257846,0.0671996,0.0129281
2.94463,-0.602172,-0.158991,-0.207334,-0.00341392,0.0664901,0.0236368
3.20914,-0.618687,-0.146779,-0.258512,0.0420033,0.0749122,0.00428283
2.82282,-0.564928,-0.196015,-0.186194,0.000244099,0.0598224,0.0272496
2.98076,-0.571482,-0.171017,-0.205309,0.00481778,0.0605265,0.023615
2.99057,-0.580112,-0.152465,-0.21092,0.00643599,0.0631182,0.0199867
2.83201,-0.538407,-0.231384,-0.200634,0.0214724,0.0620608,0.0256661
3.03679,-0.617215,-0.223027,-0.230606,0.0168018,0.0737311,0.0267673
2.90418,-0.585785,-0.275411,-0.206876,0.0180356,0.0668656,0.032993
2.99796,-0.609771,-0.227537,-0.217148,0.0119258,0.0698311,0.0287585
3.65454,-0.791049,-0.23184,-0.325914,0.046698,0.10011,0.0129369
2.92344,-0.58637,-0.223233,-0.221958,0.00790609,0.0718619,0.031175
3.17894,-0.657095,-0.174811,-0.251637,0.0165879,0.0786237,0.0189008
3.22769,-0.650143,-0.177332,-0.253192,0.0196154,0.0754132,0.0167082
3.02174,-0.568872,-0.153982,-0.214854,0.0175618,0.0601018,0.0133235
3.02659,-0.545015,-0.125183,-0.219411,0.0233646,0.0578604,0.00656592
2.81816,-0.532498,-0.199827,-0.191041,0.021497,0.0570326,0.0176372
2.82435,-0.522386,-0.195605,-0.199773,0.0146164,0.0582269,0.0211415
2.74745,-0.505724,-0.172169,-0.187674,0.0224348,0.0553448,0.0137156
2.9689,-0.569017,-0.151211,-0.217671,0.0149508,0.0662175,0.0183107
2.68173,-0.490609,-0.163617,-0.165379,0.00671518,0.0495635,0.021509
2.75809,-0.506654,-0.15347,-0.177514,0.0129743,0.0532715,0.0181419
2.73271,-0.488,-0.141059,-0.179846,0.00393853,0.0510434,0.0179169
2.74654,-0.49289,-0.149932,-0.176061,0.00304414,0.0493204,0.0191601
2.70215,-0.49443,-0.151387,-0.164955,-0.00198119,0.04952,0.0232924
2.86942,-0.481774,-0.119448,-0.204902,0.03273,0.0523519,0.00357008
2.81254,-0.490703,-0.136956,-0.19284,0.0195858,0.0526916,0.0124149
2.78835,-0.51247,-0.0655566,-0.180016,-0.00695127,0.0529879,0.0135658
2.85693,-0.475093,-0.145904,-0.209516,0.0358337,0.0543297,0.00665127
3.17103,-0.687363,-0.195693,-0.244502,0.0110985,0.081499,0.0247629
3.16213,-0.68481,-0.207998,-0.242764,0.00958264,0.0797086,0.0252824
3.17945,-0.646401,-0.23103,-0.253871,0.0163092,0.0779732,0.0261206
3.00973,-0.578421,-0.219837,-0.218911,0.0316972,0.0643702,0.0174624
2.98366,-0.598893,-0.21233,-0.221144,0.0175382,0.0705802,0.0254843
3.12669,-0.582203,-0.184115,-0.237319,0.0317513,0.0646486,0.0111071
3.12018,-0.617794,-0.179148,-0.236787,0.0255616,0.0702836,0.0140442
3.04223,-0.611364,-0.0958318,-0.215908,0.00128964,0.0672616,0.0150055
3.01259,-0.530717,-0.00213441,-0.210826,-0.0221917,0.0537314,0.00883008
2.77868,-0.495944,-0.11257,-0.192236,0.0238968,0.0557413,0.00848121
3.07997,-0.592454,-0.213012,-0.228968,0.0110777,0.0660478,0.0257207
3.09655,-0.642264,-0.19775,-0.231445,0.0125214,0.0730509,0.0234151
3.0936,-0.630679,-0.180324,-0.229556,-0.00298714,0.0722228,0.0288677
2.97942,-0.602236,-0.169435,-0.223036,0.0183569,0.0713444,0.0170362
2.97755,-0.549397,-0.149662,-0.214128,0.0110839,0.059731,0.016875
2.9681,-0.560757,-0.113195,-0.215955,0.00748074,0.0637584,0.0144046
2.68486,-0.482643,-0.175629,-0.172262,0.0107178,0.0506493,0.0204969
2.92566,-0.486716,-0.0516959,-0.216925,0.0196303,0.0546282,-0.000121097
2.86407,-0.493529,-0.102594,-0.199269,0.00985699,0.0521468,0.010688
2.96883,-0.571448,-0.179408,-0.225106,0.0310674,0.0677916,0.0143275
3.20852,-0.652408,-0.176643,-0.239864,0.00602318,0.0722879,0.0230571
3.2504,-0.651038,-0.218184,-0.258881,0.031039,0.075696,0.0184045
3.33989,-0.696876,-0.230156,-0.266289,0.0123346,0.0828613,0.0282404
3.02814,-0.64554,-0.307429,-0.236765,0.0381706,0.0812926,0.0290878
3.01897,-0.616374,-0.336812,-0.22255,0.0333191,0.0710793,0.0340028
3.46208,-0.715072,-0.153559,-0.279901,0.00917818,0.0823581,0.0173014
2.95033,-0.558338,-0.178398,-0.224792,0.0320709,0.066934,0.0118985
2.91266,-0.515063,-0.108668,-0.213258,0.0301869,0.0587011,0.00385592
3.11295,-0.536824,-0.0633367,-0.240667,0.0332481,0.0606456,-0.00492258
3.01054,-0.537336,-0.0728754,-0.208007,-0.00449662,0.0538149,0.0109181
2.92333,-0.544815,-0.063588,-0.213919,0.00041307,0.0615247,0.00806704
2.85221,-0.525831,-0.251747,-0.202569,0.0327755,0.0605647,0.0250169
2.88935,-0.548968,-0.215624,-0.204936,0.0291619,0.0622153,0.0211572
2.90805,-0.533536,-0.224702,-0.213158,0.0276659,0.0612914,0.0211213
3.19111,-0.61779,-0.141555,-0.259896,0.0275904,0.0749996,0.008404
3.05874,-0.609344,-0.202143,-0.220357,0.00265905,0.0670799,0.028027
2.97321,-0.565821,-0.118688,-0.216483,0.00788119,0.0642577,0.0147497
3.09661,-0.608282,-0.227772,-0.246731,0.0385794,0.0746344,0.0174584
3.41425,-0.722247,-0.106969,-0.279141,0.00653753,0.0857048,0.0135627
2.71132,-0.456918,-0.041003,-0.1724,-0.00564739,0.0461653,0.00897685
2.83884,-0.467387,-0.0893109,-0.18147,0.00498968,0.0436791,0.00991726
2.76903,-0.506418,-0.171965,-0.186529,0.0243165,0.0557759,0.0164148
3.25044,-0.673487,-0.160114,-0.252095,0.0166584,0.0785967,0.0169902
3.18732,-0.617367,-0.146481,-0.257956,0.0225981,0.0751261,0.0124224
3.18936,-0.624397,-0.15109,-0.257809,0.0238801,0.0755855,0.0112964
3.02636,-0.576546,-0.223729,-0.223781,0.0293378,0.0649622,0.0190901
2.98616,-0.591646,-0.167011,-0.21788,0.0170818,0.0673546,0.0174118
2.82485,-0.512788,-0.17439,-0.189247,0.0234348,0.0547575,0.0165207
2.82615,-0.56638,-0.192238,-0.200528,0.0117446,0.0644939,0.0209836
3.25894,-0.580476,-0.0967988,-0.266239,0.0134953,0.068197,0.00678133
3.11637,-0.675751,-0.262945,-0.239428,0.0214013,0.079905,0.0279931
2.92942,-0.598825,-0.300931,-0.21629,0.0382715,0.0712961,0.0285245
3.34585,-0.677651,-0.186728,-0.276253,0.0264362,0.082247,0.0166073
3.27117,-0.693446,-0.307397,-0.269917,0.0409301,0.0848203,0.0258398
3.34185,-0.693426,-0.171757,-0.270122,0.0148668,0.0830893,0.0195905
3.02099,-0.500796,-0.0332897,-0.221911,0.0174579,0.0532804,-0.00206768
2.95157,-0.469456,-0.0420714,-0.22114,0.0358732,0.0528388,-0.00926983
2.65869,-0.453896,-0.00207516,-0.160606,-0.0218619,0.0437466,0.00913218
2.60569,-0.380677,0.00218344,-0.163844,0.00242978,0.0362781,-0.00160227
2.92159,-0.453316,0.0368587,-0.216667,0.0122854,0.0498746,-0.0108378
3.07062,-0.602446,-0.164471,-0.232907,0.0195344,0.0697966,0.0162006
