beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7
0.976591,1.88948,-0.226983,0.00473119,0.1396,-0.188207,0.0667542
0.792761,1.94954,-0.230202,0.033384,0.135995,-0.197304,0.0693542
1.52933,1.68066,-0.279811,-0.0652697,0.123251,-0.162583,0.0793883
1.59488,1.6539,-0.310322,-0.0880127,0.158099,-0.154121,0.0703985
1.58441,1.69585,-0.241659,-0.0795015,0.139009,-0.163294,0.0673712
1.58516,1.69208,-0.241442,-0.0789096,0.138939,-0.163289,0.0672012
1.34755,1.71024,-0.372439,-0.0505376,0.149627,-0.161439,0.0826122
1.43375,1.70794,-0.353561,-0.0583931,0.149347,-0.1637,0.0818186
1.5735,1.68445,-0.18937,-0.0596415,0.111354,-0.167517,0.0716197
1.04979,1.83525,-0.358026,0.00216973,0.147803,-0.184815,0.0791512
1.1019,1.81438,-0.336125,0.00802136,0.149457,-0.185128,0.0780121
1.05208,1.8281,-0.0667816,0.0226744,0.0748121,-0.189971,0.0720524
0.867248,1.91221,-0.178539,0.0528499,0.103967,-0.203969,0.0734619
0.80956,1.91621,-0.215898,0.0458752,0.0994296,-0.19837,0.0828803
1.23342,1.76613,-0.266632,-0.00404113,0.110596,-0.17993,0.0848677
1.51582,1.66783,-0.301655,-0.0586587,0.126855,-0.1624,0.0824105
1.53754,1.67919,-0.276475,-0.054616,0.121275,-0.165595,0.0819312
1.41463,1.74037,-0.179221,-0.0361926,0.107832,-0.175467,0.072496
1.33898,1.78047,-0.167989,-0.03343,0.120783,-0.177944,0.066893
1.55358,1.66741,-0.249058,-0.0595434,0.116286,-0.162883,0.0799704
1.48815,1.74293,-0.182106,-0.065776,0.14179,-0.168914,0.058586
1.03065,1.87096,-0.245084,0.0112844,0.114447,-0.18969,0.0821375
0.754463,1.89261,-0.389144,0.0551081,0.128327,-0.197016,0.0917184
0.953493,1.86114,-0.278823,0.0303707,0.127182,-0.191659,0.0814312
1.33597,1.76524,-0.252559,-0.0414974,0.137779,-0.172974,0.0706799
1.29595,1.76943,-0.300243,-0.0455184,0.14698,-0.169915,0.0754986
1.2774,1.76565,-0.286149,-0.0240904,0.121848,-0.175015,0.0830933
1.52641,1.70656,-0.254857,-0.072516,0.132739,-0.1633,0.0734493
1.27622,1.77882,-0.260735,-0.0292979,0.125973,-0.176501,0.0761063
1.3582,1.77131,-0.220918,-0.0283478,0.117506,-0.179935,0.0742001
1.20631,1.75272,-0.242896,-0.00848539,0.11309,-0.175654,0.0809559
1.41011,1.68275,-0.21852,-0.0487831,0.101206,-0.161712,0.0837697
1.49615,1.69943,-0.234081,-0.0532011,0.121138,-0.167163,0.0750605
1.34684,1.76872,-0.333779,-0.0408661,0.134156,-0.174428,0.083979
1.26894,1.72065,-0.285917,-0.0258767,0.134314,-0.168822,0.0760581
1.39152,1.79039,-0.283313,-0.0480236,0.131032,-0.177491,0.0768435
1.38854,1.80859,-0.283651,-0.051633,0.13004,-0.179878,0.0761707
1.34897,1.72139,-0.269804,-0.0320595,0.134622,-0.171555,0.0716225
1.37993,1.76179,-0.287745,-0.0426176,0.128248,-0.174027,0.0792717
1.34112,1.75571,-0.276253,-0.0382261,0.13089,-0.171987,0.0791158
1.28404,1.75409,-0.246272,-0.0282043,0.130789,-0.173964,0.072384
1.35943,1.75492,-0.26631,-0.0309408,0.130871,-0.177245,0.0746321
1.16851,1.81709,-0.156501,-0.0071379,0.116059,-0.184699,0.0651506
1.10787,1.87231,-0.181578,0.016012,0.122131,-0.195958,0.0664664
1.1176,1.84004,-0.274325,-0.00866091,0.127964,-0.181637,0.0806248
1.06083,1.81465,-0.238247,0.0206661,0.120343,-0.186154,0.0765635
1.40291,1.74752,-0.227442,-0.0523603,0.131234,-0.170868,0.0702348
1.12524,1.8586,-0.216209,0.00825258,0.120546,-0.192759,0.0730789
1.20909,1.80518,-0.203775,-0.00807856,0.120764,-0.184195,0.0709189
1.03691,1.92479,-0.166075,0.00383441,0.121737,-0.197149,0.0646122
1.07323,1.8872,-0.187484,0.0134321,0.121031,-0.199891,0.0629552
1.0106,1.89357,-0.208718,0.012534,0.135756,-0.192299,0.0673909
1.89382,1.55191,-0.22192,-0.134685,0.121746,-0.138865,0.0726587
1.18482,1.7517,-0.426953,-0.02344,0.153185,-0.168755,0.0918464
1.24392,1.71734,-0.488357,-0.0349152,0.149692,-0.163104,0.100828
1.48297,1.68296,-0.274111,-0.0663116,0.13321,-0.159955,0.0761401
1.16581,1.85096,-0.171956,0.00635564,0.118649,-0.195193,0.0647588
0.864336,1.94268,-0.16593,0.0276018,0.119514,-0.199233,0.0653023
1.56444,1.69211,-0.225955,-0.0700493,0.13254,-0.16466,0.0682367
1.87534,1.52635,-0.429957,-0.124854,0.149675,-0.135533,0.0934303
1.9332,1.49791,-0.319442,-0.125449,0.124741,-0.134461,0.0860203
0.996475,1.94931,-0.216727,0.0216136,0.154172,-0.205947,0.055367
1.05505,1.91244,-0.197688,0.00372566,0.140045,-0.196131,0.0614549
1.01326,1.85744,-0.205197,0.00601059,0.115012,-0.186963,0.0736416
1.16648,1.79043,-0.233524,-0.0133821,0.118627,-0.177149,0.0780999
1.43042,1.73532,-0.245245,-0.0646767,0.138697,-0.164945,0.0704779
1.46951,1.73181,-0.25266,-0.0716609,0.13851,-0.163658,0.0697944
1.51273,1.71779,-0.249177,-0.0632243,0.139464,-0.166364,0.0704095
1.56355,1.71468,-0.261735,-0.0802191,0.152646,-0.164429,0.0645515
1.41245,1.69895,-0.211129,-0.0489058,0.105374,-0.163578,0.0798347
1.57392,1.69925,-0.268661,-0.0738782,0.134577,-0.163272,0.0755322
1.70595,1.62919,-0.369873,-0.104704,0.154051,-0.150504,0.0798991
1.70888,1.59157,-0.309626,-0.104648,0.131239,-0.145125,0.0811297
1.67185,1.64355,-0.310045,-0.103985,0.150209,-0.150256,0.0752403
1.41015,1.76633,-0.221399,-0.0352679,0.123712,-0.178798,0.073504
1.41355,1.74422,-0.258142,-0.0560423,0.140572,-0.169354,0.0694848
1.51965,1.6774,-0.269668,-0.0669957,0.122411,-0.160299,0.080936
1.11095,1.82369,-0.256788,0.00225961,0.11131,-0.185083,0.0837678
1.25084,1.81551,-0.227261,-0.0286859,0.136633,-0.180568,0.0666246
0.968308,1.87237,-0.270159,0.0274804,0.132581,-0.192452,0.0774712
1.51906,1.6688,-0.378605,-0.0767253,0.146223,-0.156167,0.084411
1.4153,1.74112,-0.341456,-0.0572867,0.156309,-0.167575,0.0763049
1.23037,1.78353,-0.293583,-0.021931,0.13862,-0.176707,0.0775742
1.27544,1.76969,-0.249746,-0.0214565,0.13232,-0.176472,0.0752403
0.92831,1.87391,-0.25824,0.0369327,0.115873,-0.194045,0.0831615
1.48132,1.7606,-0.235459,-0.0652021,0.146863,-0.171028,0.0648208
1.81414,1.61045,-0.123591,-0.100375,0.113917,-0.153885,0.0630682
1.84494,1.60845,-0.144527,-0.112166,0.120542,-0.150177,0.0639499
1.07411,1.8269,-0.374608,-0.00339929,0.141455,-0.182419,0.0857668
1.47137,1.71928,-0.188717,-0.062232,0.121929,-0.165522,0.0713811
1.36514,1.7581,-0.118607,-0.0316405,0.103732,-0.176227,0.06741
1.08315,1.87018,-0.19763,0.00174112,0.136204,-0.191811,0.0608094
1.19481,1.84651,-0.188062,-0.0107511,0.143636,-0.187898,0.0592298
1.12803,1.87583,-0.200372,-0.00538734,0.130907,-0.192228,0.0632725
1.3334,1.80845,-0.193851,-0.0320315,0.141763,-0.181843,0.0611849
0.993531,1.76464,-0.375334,0.0181201,0.124899,-0.176088,0.094913
1.14875,1.77091,-0.368193,-0.00763974,0.116496,-0.17499,0.0993367
1.4232,1.79719,-0.0878986,-0.0546618,0.125329,-0.175706,0.0534945
1.2327,1.77906,-0.283488,-0.014967,0.123329,-0.179827,0.0811843
1.11012,1.75916,-0.251594,0.01185,0.108204,-0.178232,0.0843261
1.15065,1.7914,-0.243427,0.00210906,0.110911,-0.182387,0.0819405
1.7755,1.64115,-0.269591,-0.114625,0.148315,-0.151262,0.0692254
1.81725,1.63129,-0.271828,-0.114346,0.150419,-0.152189,0.0687799
1.49259,1.62453,-0.344294,-0.0565218,0.121228,-0.154306,0.091719
1.63031,1.62174,-0.459925,-0.0815636,0.147599,-0.153106,0.0965004
1.92886,1.5075,-0.261241,-0.126077,0.116187,-0.136157,0.0804799
1.86862,1.51903,-0.281632,-0.115893,0.117466,-0.138517,0.0828808
1.74547,1.57595,-0.365523,-0.110988,0.157451,-0.142467,0.0771285
1.88206,1.58619,-0.336303,-0.118093,0.149387,-0.148376,0.0767828
1.78035,1.55143,-0.233995,-0.105125,0.124048,-0.141442,0.0759632
1.34146,1.78898,-0.31931,-0.0298666,0.143923,-0.180038,0.0784944
1.27289,1.84372,-0.0891968,-0.0394629,0.111321,-0.18128,0.0608353
1.01934,1.88763,-0.213395,-0.00784737,0.127151,-0.185653,0.0702592
1.03405,1.87127,-0.204293,0.00230157,0.124671,-0.187963,0.0707281
1.3231,1.80975,-0.152865,-0.0411925,0.127741,-0.179723,0.0596588
1.4352,1.69454,-0.302149,-0.0575001,0.132573,-0.162426,0.0804792
1.35659,1.79963,-0.247484,-0.0415735,0.152358,-0.179223,0.0621162
1.02517,1.84397,-0.152746,0.0193716,0.0938988,-0.190645,0.0746904
1.15248,1.80868,-0.3651,-0.0183755,0.151016,-0.178502,0.0798258
1.27746,1.76355,-0.261489,-0.0253566,0.111774,-0.176136,0.0826518
1.13859,1.86234,-0.135466,-0.0110989,0.135899,-0.187956,0.0539067
0.932312,1.90076,-0.0782557,0.0293034,0.0876865,-0.197035,0.0680571
1.15119,1.91936,-0.131546,-0.00738535,0.145193,-0.198772,0.0485196
1.38165,1.71356,-0.195896,-0.0441977,0.0997189,-0.16633,0.0811881
1.85654,1.57631,-0.31956,-0.127866,0.151025,-0.142318,0.0734435
1.51849,1.63581,-0.303382,-0.0872871,0.123132,-0.146356,0.0865644
1.50238,1.71387,-0.306415,-0.0764917,0.152212,-0.161672,0.0715982
1.5526,1.67489,-0.281219,-0.0695009,0.141858,-0.16187,0.0713224
1.5604,1.71545,-0.267298,-0.0835531,0.142147,-0.161768,0.072186
1.57327,1.63728,-0.294451,-0.0695421,0.143713,-0.155178,0.0755222
1.14067,1.83936,-0.131412,0.00209719,0.117732,-0.188204,0.0624469
1.38676,1.76096,-0.248344,-0.0464464,0.125254,-0.174578,0.073627
1.36004,1.76328,-0.323632,-0.0390583,0.137177,-0.175987,0.0779634
1.06308,1.80661,-0.376236,-0.0121328,0.16026,-0.174542,0.0798872
1.64136,1.66932,-0.158612,-0.0805051,0.104809,-0.160601,0.0721211
1.59358,1.6757,-0.148047,-0.0770167,0.101489,-0.162144,0.0686808
1.70446,1.62932,-0.423892,-0.104387,0.164295,-0.149249,0.0856702
1.20967,1.79418,-0.120461,-0.00590402,0.101011,-0.182495,0.0691833
1.16549,1.78562,-0.239323,-0.00847896,0.128756,-0.177992,0.0743026
1.28771,1.82333,-0.142624,-0.0154917,0.110941,-0.18812,0.0661995
1.1589,1.84322,-0.191402,-0.0102846,0.12789,-0.186263,0.0664406
1.19481,1.86063,-0.110432,-0.0109494,0.119197,-0.190892,0.057244
1.42424,1.66606,-0.362356,-0.0549206,0.139868,-0.158497,0.0855815
1.28606,1.72238,-0.39369,-0.0262667,0.150449,-0.167434,0.0876855
1.3651,1.77889,-0.0395807,-0.0326081,0.103801,-0.179179,0.0545727
1.55026,1.71815,-0.170386,-0.0604988,0.105849,-0.171172,0.0730727
1.42036,1.70361,-0.162489,-0.0389155,0.109476,-0.169394,0.0700016
1.50585,1.73624,-0.17349,-0.0509639,0.110934,-0.173833,0.0716877
1.00748,1.86215,-0.287549,0.00867567,0.144821,-0.188197,0.0716639
1.35316,1.7294,-0.319984,-0.0421756,0.127661,-0.16764,0.0854379
1.35133,1.8045,-0.135831,-0.0281294,0.127924,-0.18405,0.059273
1.25901,1.78524,-0.249178,-0.0281198,0.143237,-0.175089,0.0697076
1.25571,1.80213,-0.191902,-0.0251675,0.125132,-0.180407,0.0682424
1.37332,1.77965,-0.24076,-0.0424453,0.14486,-0.177325,0.0624799
0.994736,1.83981,-0.224989,0.0128927,0.101632,-0.18571,0.0816386
1.12064,1.78827,-0.233471,0.00746013,0.100621,-0.181892,0.0859828
1.09929,1.83288,-0.1528,0.00924729,0.0968552,-0.189327,0.0734518
1.23351,1.76494,-0.183799,-0.00556114,0.0908755,-0.181845,0.079849
1.08287,1.88392,-0.121057,0.00828067,0.138325,-0.195684,0.0486585
1.18354,1.87478,-0.0416253,-0.00180365,0.120425,-0.195126,0.0470355
1.22068,1.8401,-0.119335,-0.0130488,0.10986,-0.187829,0.0649105
1.31874,1.76787,-0.0765323,-0.0253326,0.088344,-0.179656,0.0647291
1.17896,1.77721,-0.346224,-0.0148377,0.158935,-0.177035,0.0730706
1.13366,1.81958,-0.196113,0.0110681,0.111466,-0.190675,0.071317
1.02889,1.86859,-0.202186,0.0146605,0.135529,-0.191498,0.0652399
1.05138,1.89844,-0.168879,0.0107057,0.138457,-0.197065,0.0551915
1.50887,1.68389,-0.276289,-0.0605536,0.11593,-0.162774,0.0851763
1.75161,1.63844,-0.282835,-0.111622,0.15337,-0.150972,0.0672739
1.6147,1.62965,-0.292266,-0.0868627,0.136181,-0.152203,0.0772313
1.60229,1.64358,-0.325815,-0.0791115,0.135891,-0.155637,0.0829892
1.65835,1.63136,-0.355119,-0.0949093,0.141283,-0.151592,0.0846083
1.6909,1.67783,-0.181779,-0.0758714,0.112168,-0.166106,0.0712503
1.07221,1.82464,-0.228824,0.00245439,0.122222,-0.183371,0.0745524
1.38127,1.74404,-0.283888,-0.0464675,0.134522,-0.1702,0.0773641
1.34482,1.68639,-0.339458,-0.0263694,0.128539,-0.16715,0.0866811
1.37107,1.71745,-0.315951,-0.0540964,0.126406,-0.163602,0.0849258
1.40441,1.71004,-0.311208,-0.0378024,0.137453,-0.170631,0.0766771
1.4404,1.75171,-0.232584,-0.0435263,0.134897,-0.177003,0.0652854
1.31985,1.71281,-0.279794,-0.0326381,0.135259,-0.167355,0.075827
2.04626,1.54009,-0.332854,-0.154164,0.148727,-0.137572,0.0784151
1.86984,1.5592,-0.328176,-0.131215,0.154723,-0.138828,0.0740748
1.55987,1.67116,-0.166517,-0.0647352,0.107477,-0.163099,0.0701305
1.79175,1.60953,-0.297958,-0.100748,0.138573,-0.151902,0.0779488
1.65901,1.66956,-0.120845,-0.0681589,0.105071,-0.165044,0.0678879
1.40751,1.76662,-0.145614,-0.0487079,0.136633,-0.17261,0.0592808
1.33062,1.76194,-0.208946,-0.0210071,0.128709,-0.177761,0.070511
1.50093,1.61476,-0.335866,-0.0703413,0.129147,-0.150263,0.0846798
1.4336,1.62079,-0.337754,-0.0553053,0.12109,-0.152526,0.090887
1.16859,1.78319,-0.196291,-0.00252355,0.110449,-0.181008,0.073441
1.50447,1.72592,-0.210792,-0.0699124,0.140121,-0.166867,0.060292
1.25356,1.7186,-0.318363,-0.0140756,0.118342,-0.171049,0.0883358
1.23374,1.71084,-0.313308,-0.0135811,0.118554,-0.169068,0.0882571
1.43713,1.7282,-0.302552,-0.0502273,0.133137,-0.170205,0.0792809
1.46097,1.74925,-0.191094,-0.0508966,0.117656,-0.173973,0.0710177
1.45382,1.69799,-0.139049,-0.041864,0.107229,-0.169806,0.0667877
1.41269,1.76276,-0.177606,-0.0441591,0.108657,-0.17536,0.0724022
1.39689,1.70077,-0.20437,-0.038928,0.107288,-0.16731,0.0772912
1.46334,1.78882,-0.252806,-0.0561496,0.159324,-0.177487,0.0601358
1.1517,1.8359,-0.294964,-0.0137391,0.146844,-0.183909,0.073016
1.5014,1.71574,-0.192952,-0.0525708,0.107955,-0.170145,0.0757706
0.984724,1.88658,-0.189946,0.0171748,0.130087,-0.193947,0.0643575
1.07403,1.86203,-0.122465,0.00828207,0.0923185,-0.190603,0.0715909
1.74766,1.55785,-0.282825,-0.0890994,0.108771,-0.147187,0.0882795
1.63003,1.64793,-0.326302,-0.0976138,0.167218,-0.151951,0.0682869
1.68146,1.58216,-0.31962,-0.0870623,0.119579,-0.148607,0.0877875
1.57595,1.63546,-0.317892,-0.0655643,0.136358,-0.157803,0.0809493
1.40143,1.67575,-0.328601,-0.0372663,0.116363,-0.164723,0.0912627
0.770531,1.98267,-0.235906,0.0488256,0.136548,-0.207561,0.0678531
0.756742,2.01357,-0.237962,0.0391166,0.135976,-0.206465,0.0707168
0.608717,1.98673,-0.249573,0.0651192,0.130765,-0.20734,0.0716311
1.24947,1.86128,-0.137357,-0.0211591,0.121916,-0.191553,0.0582671
1.24249,1.87159,-0.120236,-0.0254601,0.126268,-0.18798,0.0582814
1.4101,1.7482,-0.270795,-0.0584276,0.123808,-0.168752,0.0781732
1.42465,1.72035,-0.204682,-0.0559097,0.11995,-0.167038,0.0700949
1.18161,1.80694,-0.273427,-0.0141536,0.127841,-0.180097,0.0784401
0.979073,1.83238,-0.199239,0.0137181,0.108492,-0.183751,0.0762977
1.1321,1.85568,-0.318824,-0.0135348,0.151989,-0.186223,0.0728418
1.2849,1.8173,-0.061435,-0.0169564,0.0968685,-0.186473,0.0614545
1.49829,1.66849,-0.218504,-0.0647982,0.124813,-0.157935,0.0733392
1.22845,1.7916,-0.253956,-0.0173885,0.126001,-0.178904,0.0757384
1.21754,1.7858,-0.251667,-0.013529,0.130955,-0.179888,0.0722814
1.66522,1.60449,-0.282205,-0.084095,0.130142,-0.152021,0.0779574
1.47028,1.74073,-0.275277,-0.0574765,0.142829,-0.170672,0.0695518
1.37348,1.7101,-0.288975,-0.0485687,0.130542,-0.164189,0.0810253
1.21757,1.81197,-0.286055,-0.0167199,0.145924,-0.181966,0.0711573
1.39519,1.75082,-0.247047,-0.0444459,0.131384,-0.173816,0.0719527
1.38519,1.71756,-0.185389,-0.0397802,0.0958667,-0.169412,0.0792505
1.44006,1.75096,-0.277952,-0.0501774,0.123759,-0.173131,0.0804115
1.44327,1.73798,-0.261055,-0.041284,0.118769,-0.173691,0.0812164
1.34771,1.78102,-0.287383,-0.0362176,0.139991,-0.178726,0.072373
1.44828,1.72478,-0.312233,-0.0579064,0.140866,-0.167291,0.0777189
1.40881,1.73331,-0.322247,-0.0558146,0.143774,-0.166798,0.0792308
1.43886,1.72137,-0.334759,-0.0401835,0.14263,-0.173215,0.078277
1.41958,1.73992,-0.307338,-0.0450882,0.137597,-0.171975,0.0785528
1.35703,1.6955,-0.356687,-0.0463953,0.14698,-0.161409,0.0826786
1.10896,1.90204,-0.163399,0.0122137,0.121465,-0.199622,0.0651753
1.06689,1.89659,-0.164248,0.0147531,0.119173,-0.198819,0.0642035
1.04561,1.90741,-0.157159,0.00731934,0.120633,-0.196006,0.0640551
1.10461,1.83923,-0.1407,0.0139432,0.106059,-0.191634,0.0678531
1.2199,1.83449,-0.0615287,-0.00770778,0.0943459,-0.188831,0.0613942
1.07124,1.87513,-0.177875,-0.00298436,0.127801,-0.189922,0.0635157
1.17234,1.83779,-0.333498,-0.0124843,0.154349,-0.185633,0.0732538
1.12884,1.85892,-0.319146,-0.00962609,0.154225,-0.185529,0.07407
1.38277,1.73225,-0.256145,-0.0363842,0.119002,-0.173086,0.0769922
1.3223,1.76169,-0.171992,-0.0409962,0.125677,-0.172874,0.0635552
1.4753,1.71725,-0.200023,-0.0621349,0.113178,-0.166901,0.0729359
1.0254,1.8744,-0.263555,0.00366955,0.135348,-0.18882,0.0729359
1.21784,1.78955,-0.150739,-0.0201787,0.125424,-0.178217,0.0611521
1.30326,1.78975,-0.22965,-0.0378534,0.140749,-0.175477,0.0673326
1.38405,1.79741,-0.233792,-0.0525302,0.140957,-0.177008,0.0652519
1.3188,1.74728,-0.292975,-0.0145159,0.118188,-0.179454,0.0834608
1.27237,1.8036,-0.239974,-0.0324522,0.140677,-0.178608,0.0671329
1.66729,1.63477,-0.354613,-0.0889533,0.138257,-0.154244,0.0854158
1.52458,1.59156,-0.351292,-0.0657673,0.121799,-0.14904,0.0919141
1.49284,1.75981,-0.157029,-0.0691654,0.131454,-0.172265,0.0566154
1.50873,1.75842,-0.162919,-0.0653617,0.132126,-0.173299,0.0578645
1.51587,1.75558,-0.15517,-0.0632046,0.134152,-0.173035,0.0584042
1.25629,1.7897,-0.271603,-0.0317339,0.146326,-0.17563,0.0690166
1.32403,1.77441,-0.138685,-0.0236202,0.100782,-0.180088,0.0696613
1.34368,1.79075,-0.177755,-0.0429709,0.129015,-0.177311,0.0627634
1.38858,1.73818,-0.19231,-0.0454526,0.111094,-0.16918,0.0755663
1.46832,1.69302,-0.266562,-0.0649196,0.135653,-0.162157,0.0726426
1.70482,1.61766,-0.311779,-0.0957455,0.13693,-0.150007,0.0802857
1.45889,1.74154,-0.180116,-0.0572264,0.121797,-0.172026,0.0654691
1.52326,1.69665,-0.248257,-0.076229,0.143956,-0.162381,0.0648211
1.10225,1.81912,-0.222669,-0.00482212,0.117688,-0.180031,0.0774907
1.27693,1.74343,-0.438906,-0.0614653,0.165781,-0.161033,0.0846912
1.82662,1.55963,-0.158371,-0.111319,0.0890868,-0.144502,0.0775262
1.81871,1.55512,-0.136786,-0.100469,0.0859371,-0.144963,0.078855
1.92033,1.57028,-0.181255,-0.135364,0.149715,-0.141431,0.055134
0.94392,1.77523,-0.327196,0.0331556,0.12049,-0.180402,0.0906122
1.05949,1.857,-0.323346,0.000592376,0.129952,-0.18657,0.0860072
1.51141,1.75503,-0.114727,-0.0534831,0.122297,-0.177665,0.0546317
1.4631,1.7181,-0.198013,-0.0456491,0.122424,-0.172955,0.0667832
1.58945,1.73524,-0.106873,-0.081285,0.126551,-0.167141,0.0557847
1.55543,1.68198,-0.248228,-0.0747547,0.136475,-0.160538,0.0704163
1.37007,1.78686,-0.192258,-0.0436547,0.143782,-0.177596,0.0578406
1.3579,1.77096,-0.136828,-0.026866,0.107284,-0.178109,0.0706501
1.418,1.7271,-0.165386,-0.03227,0.113409,-0.17542,0.0666322
1.36544,1.76134,-0.186167,-0.040115,0.10707,-0.175529,0.0745095
1.41412,1.77152,-0.204206,-0.0411744,0.13084,-0.17804,0.0642462
1.6264,1.67635,-0.16506,-0.0764481,0.136421,-0.164138,0.0561409
1.5743,1.72316,-0.181416,-0.0817949,0.121159,-0.16492,0.0663842
1.60449,1.70752,-0.179413,-0.0764109,0.127198,-0.165703,0.0658906
1.36716,1.744,-0.292693,-0.0331451,0.122365,-0.173492,0.084255
1.28686,1.73203,-0.374077,-0.026696,0.13337,-0.169889,0.0919594
1.25794,1.77596,-0.267063,-0.0298694,0.142581,-0.173462,0.0721434
1.58428,1.68361,-0.157075,-0.0607805,0.114713,-0.16635,0.0660049
1.58549,1.68312,-0.15635,-0.0609232,0.114665,-0.166651,0.066262
1.75831,1.51981,-0.411156,-0.108825,0.139508,-0.135826,0.0925324
1.65982,1.53175,-0.562216,-0.0902541,0.157404,-0.13723,0.109139
1.69806,1.54977,-0.480976,-0.0942547,0.158744,-0.140987,0.0946605
1.15805,1.86786,-0.0369623,-0.0039741,0.106391,-0.190611,0.0557517
1.10558,1.91884,-0.117734,-0.0097054,0.138975,-0.195039,0.0507626
0.898613,1.94785,-0.160044,0.0343916,0.100526,-0.203139,0.0750149
1.4988,1.75356,-0.110851,-0.0585688,0.122228,-0.173942,0.0551818
0.947972,1.85387,-0.332637,0.0204212,0.126487,-0.188511,0.0866021
0.917308,1.84061,-0.351773,0.0322528,0.126505,-0.18626,0.0922853
1.05471,1.84339,-0.294669,0.00878991,0.128267,-0.188224,0.0792264
1.47272,1.72366,-0.183569,-0.0563695,0.129455,-0.168674,0.0655025
1.16534,1.82587,-0.154547,-0.00140839,0.113221,-0.188291,0.0667566
1.58777,1.64865,-0.35404,-0.0767402,0.145206,-0.156633,0.0828031
1.76475,1.5966,-0.272746,-0.101328,0.134558,-0.148124,0.0777777
1.79527,1.57825,-0.291668,-0.103377,0.133426,-0.148675,0.0754022
1.77988,1.58307,-0.284443,-0.104238,0.133534,-0.147835,0.0755804
1.93006,1.56823,-0.294107,-0.120669,0.134012,-0.147142,0.0760504
1.93795,1.57288,-0.149654,-0.125216,0.118613,-0.147245,0.0619249
1.98625,1.56345,-0.138466,-0.135008,0.121322,-0.145377,0.0589926
1.2138,1.79397,-0.310181,-0.0126801,0.133742,-0.18014,0.0811017
1.28034,1.75233,-0.318351,-0.0391641,0.166296,-0.170225,0.0667016
1.20167,1.7485,-0.227282,-0.0108005,0.0947101,-0.174257,0.0862486
1.27769,1.80238,-0.193382,-0.0274566,0.124538,-0.180385,0.0681581
1.27319,1.71961,-0.390968,-0.0146244,0.130343,-0.171934,0.0946202
1.1182,1.77592,-0.317818,0.00271364,0.129486,-0.178666,0.083793
1.64574,1.71248,-0.158913,-0.0746765,0.116224,-0.169511,0.0665947
1.43326,1.65753,-0.303841,-0.0494061,0.124273,-0.1598,0.0834309
1.25801,1.78317,-0.342797,-0.0235819,0.133892,-0.178941,0.0831731
0.960514,1.96019,-0.139457,0.0241292,0.107989,-0.205867,0.0655157
1.31887,1.82096,-0.210618,-0.0358054,0.145873,-0.181765,0.0609283
0.980794,1.79256,-0.239625,0.0372662,0.101091,-0.185468,0.0854798
0.983542,1.83059,-0.193416,0.0234204,0.101069,-0.18698,0.0798785
1.21346,1.84661,-0.262786,-0.0146316,0.147008,-0.190244,0.0650769
1.08474,1.76429,-0.280857,0.0052512,0.123666,-0.175421,0.0808749
1.58166,1.72575,-0.301749,-0.0676462,0.148677,-0.171748,0.0725617
1.45966,1.75883,-0.245542,-0.051723,0.126501,-0.17437,0.0728333
1.06832,1.84727,-0.208717,0.0167804,0.129374,-0.192108,0.0643985
1.65917,1.63485,-0.248256,-0.0730348,0.125682,-0.159072,0.0770673
2.00612,1.56172,-0.316167,-0.143052,0.154627,-0.141116,0.0725522
1.71063,1.62449,-0.223312,-0.0907745,0.122437,-0.154567,0.074192
1.45436,1.69002,-0.20478,-0.0480688,0.104039,-0.166267,0.0776041
1.42659,1.69127,-0.200626,-0.040354,0.0974186,-0.167216,0.0807864
1.60203,1.66506,-0.245193,-0.0604732,0.105181,-0.164908,0.0841961
1.56604,1.67926,-0.247727,-0.0666498,0.114441,-0.163339,0.0807044
1.17322,1.81322,-0.21774,-0.0139109,0.140025,-0.18179,0.0642295
1.14397,1.85071,-0.21473,0.00168371,0.127066,-0.191002,0.0685932
1.03808,1.92974,-0.209689,0.0137826,0.133826,-0.201478,0.0656357
0.880528,1.90679,-0.20972,0.0383111,0.139263,-0.196899,0.0653113
0.841743,1.88892,-0.179051,0.0423413,0.10535,-0.195143,0.0735111
