beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7
1.15986,1.87562,-0.242935,-0.00960492,0.127521,-0.190996,0.072987
1.12381,1.79764,-0.228473,0.000765504,0.122389,-0.183976,0.0708938
1.19034,1.83842,-0.198853,-0.0104279,0.119641,-0.188248,0.0691727
1.2977,1.79557,-0.188337,-0.0341049,0.116639,-0.178426,0.0703006
1.34379,1.76483,-0.240959,-0.0294169,0.134435,-0.177189,0.0708817
1.30044,1.77494,-0.232221,-0.0333875,0.127649,-0.176612,0.0707769
1.37618,1.72721,-0.245268,-0.0394034,0.109331,-0.168656,0.0840405
1.46214,1.72795,-0.258826,-0.0465327,0.126727,-0.171859,0.0764347
1.4916,1.7102,-0.220415,-0.0681459,0.123719,-0.163771,0.0719827
1.13977,1.81544,-0.286759,-0.00726032,0.135047,-0.181321,0.0779692
1.47545,1.71251,-0.235716,-0.0640724,0.132532,-0.164321,0.0716969
1.22794,1.81988,-0.20134,-0.0149606,0.117767,-0.186346,0.0710025
1.01452,1.82695,-0.113324,0.0248845,0.0801757,-0.18902,0.0760224
1.32854,1.72383,-0.441424,-0.0446699,0.176394,-0.165574,0.0795286
1.82864,1.5477,-0.264667,-0.112993,0.134462,-0.142334,0.0729591
1.8246,1.57049,-0.314616,-0.10978,0.127876,-0.146293,0.082617
1.86759,1.51553,-0.302381,-0.113953,0.122843,-0.13827,0.0842803
1.6025,1.64039,-0.327282,-0.0761643,0.134477,-0.15584,0.0839857
1.38253,1.72528,-0.19111,-0.0423107,0.119391,-0.169347,0.0690411
1.27979,1.80613,-0.22283,-0.0225052,0.132562,-0.183742,0.0673387
1.24581,1.80583,-0.111751,-0.0106857,0.0955779,-0.184356,0.0706958
1.25198,1.80723,-0.112125,-0.0115966,0.0957033,-0.184405,0.0709646
1.3906,1.73432,-0.285396,-0.0498204,0.146761,-0.169831,0.0680983
1.45231,1.73644,-0.270215,-0.0482904,0.151825,-0.171344,0.0686017
0.87901,1.90389,-0.139327,0.0375812,0.101318,-0.198177,0.06873
1.36058,1.78791,-0.245116,-0.0437886,0.146067,-0.176118,0.0670066
1.21538,1.79094,-0.238716,-0.0216936,0.1218,-0.177592,0.0739734
1.07611,1.787,-0.222433,0.0110199,0.101255,-0.181265,0.0834363
1.06892,1.87828,-0.211915,-0.002487,0.145675,-0.189425,0.0606737
1.18274,1.87295,-0.217368,-0.00514833,0.142547,-0.195349,0.0593964
1.38054,1.75422,-0.156027,-0.0402107,0.0948994,-0.174447,0.0743264
1.30482,1.78069,-0.16002,-0.0343069,0.132866,-0.176612,0.0587598
1.46804,1.70796,-0.212971,-0.052694,0.115713,-0.167794,0.0740653
1.52022,1.74656,-0.155704,-0.0624959,0.126371,-0.172832,0.0605618
1.26091,1.83036,-0.150275,-0.0166216,0.116235,-0.188061,0.0643603
1.25269,1.77547,-0.219941,-0.0304797,0.11391,-0.173305,0.0771252
1.26479,1.75409,-0.202402,-0.011836,0.118021,-0.178474,0.0711531
1.67803,1.63658,-0.23779,-0.0844137,0.135279,-0.156553,0.070474
1.57832,1.63944,-0.317194,-0.0656014,0.11886,-0.16042,0.0857509
1.6078,1.6422,-0.36825,-0.0687499,0.117927,-0.160989,0.0941743
1.14785,1.83794,-0.176288,-0.0117318,0.144407,-0.185548,0.0536172
1.30317,1.85632,-0.160626,-0.0284639,0.129487,-0.188638,0.0612534
1.22675,1.83176,-0.128695,-0.0188292,0.132081,-0.18553,0.0547549
1.19567,1.84293,-0.057468,0.00545014,0.10388,-0.194437,0.05492
1.33289,1.75208,-0.325818,-0.0334563,0.126633,-0.17499,0.0842956
0.902687,1.88547,-0.224558,0.0383812,0.127031,-0.195805,0.0718264
1.39174,1.76377,-0.198205,-0.0513587,0.140768,-0.170568,0.0642181
1.09667,1.83362,-0.22795,-0.000470775,0.12047,-0.184657,0.075793
1.39749,1.74959,-0.251623,-0.0385246,0.132721,-0.174796,0.0727195
1.39725,1.72859,-0.290373,-0.04873,0.139418,-0.168003,0.0757894
1.05423,1.83578,-0.189479,0.0213724,0.0988324,-0.191056,0.0780833
1.05574,1.96545,-0.0855668,0.0173029,0.135663,-0.208386,0.0480684
1.93381,1.52159,-0.390555,-0.124691,0.143938,-0.137167,0.0908217
1.4369,1.68829,-0.230312,-0.0574263,0.130704,-0.160727,0.0703684
1.77385,1.58166,-0.27043,-0.0991308,0.132796,-0.149681,0.0744266
1.78983,1.55222,-0.532118,-0.112736,0.157929,-0.14085,0.101943
1.41195,1.68896,-0.195209,-0.0452058,0.109912,-0.165092,0.0747157
1.39268,1.70983,-0.235272,-0.0383081,0.113512,-0.169864,0.0783331
1.33537,1.69458,-0.351197,-0.0422045,0.135886,-0.163221,0.0852592
1.38705,1.69834,-0.345062,-0.0418824,0.138454,-0.164672,0.0849659
1.13589,1.85864,-0.307537,-0.0226869,0.1537,-0.182713,0.0731684
1.19689,1.80663,-0.287178,-0.0309687,0.156701,-0.174767,0.0676718
1.32326,1.78029,-0.310493,-0.0346224,0.14872,-0.177568,0.0734885
1.19968,1.73383,-0.321101,-0.000940952,0.123089,-0.175036,0.0877227
1.29477,1.7113,-0.332871,-0.0303742,0.109221,-0.166259,0.0965176
1.63957,1.66222,-0.256866,-0.0880976,0.15013,-0.156907,0.0667831
1.63204,1.72295,-0.297191,-0.0868275,0.162732,-0.166353,0.0643903
1.34772,1.7365,-0.289392,-0.0365728,0.140882,-0.171641,0.0740765
1.47469,1.73054,-0.274541,-0.0616553,0.144979,-0.167407,0.0711759
1.44556,1.72703,-0.291361,-0.0615204,0.13921,-0.166802,0.0759041
1.30762,1.73807,-0.251676,-0.0331433,0.142894,-0.170002,0.0679369
1.70637,1.5944,-0.332112,-0.102237,0.133035,-0.145752,0.0846905
1.42688,1.7334,-0.201278,-0.044633,0.126902,-0.172233,0.0688115
1.38873,1.75006,-0.24041,-0.0387338,0.128523,-0.174025,0.073137
1.13871,1.80397,-0.236318,-0.00764608,0.118084,-0.179665,0.0789486
1.17896,1.78608,-0.285619,-0.00610185,0.141751,-0.181135,0.0730953
1.36192,1.79298,-0.133911,-0.0345279,0.125448,-0.182893,0.056127
1.39251,1.736,-0.133431,-0.0396584,0.118523,-0.172829,0.0622561
1.31005,1.80449,-0.203167,-0.0267416,0.126244,-0.181908,0.06872
1.16793,1.82228,-0.264758,-0.0121531,0.125312,-0.182412,0.0792833
1.56949,1.66985,-0.212222,-0.0715527,0.127276,-0.161136,0.0682987
1.64314,1.69036,-0.238738,-0.087814,0.128045,-0.161237,0.0733573
1.32582,1.74246,-0.279723,-0.036093,0.134367,-0.170052,0.0774039
1.34543,1.73314,-0.307766,-0.0352995,0.130488,-0.17087,0.0823293
1.17436,1.8421,-0.261605,-0.0190584,0.136866,-0.183753,0.0729578
1.84981,1.57184,-0.322579,-0.121251,0.144043,-0.143181,0.0774708
1.69371,1.61155,-0.316522,-0.0993513,0.144638,-0.148305,0.0770655
1.3743,1.77314,-0.200031,-0.0373569,0.113762,-0.177145,0.0743226
1.44291,1.77304,-0.221487,-0.0353873,0.122352,-0.182049,0.0720346
1.45432,1.77761,-0.227177,-0.0381187,0.12212,-0.182941,0.0717262
1.31298,1.76151,-0.378016,-0.026926,0.146626,-0.176502,0.0838069
1.11681,1.79298,-0.297086,0.00333946,0.134387,-0.18267,0.0766663
1.03974,1.88369,-0.148972,-0.00208409,0.129923,-0.188536,0.0595224
1.53393,1.69764,-0.36233,-0.0727379,0.156538,-0.162568,0.0783346
1.62542,1.63702,-0.285438,-0.0785046,0.136817,-0.156114,0.0763105
1.31204,1.72201,-0.28455,-0.0366999,0.124668,-0.166911,0.0825731
1.60921,1.68652,-0.234263,-0.086636,0.148588,-0.159482,0.0626607
1.64021,1.61384,-0.303793,-0.0727313,0.112275,-0.15544,0.0902354
1.32069,1.76165,-0.287484,-0.0486709,0.152338,-0.169934,0.0685078
1.35386,1.74075,-0.194772,-0.0268026,0.10585,-0.175345,0.0771426
1.36015,1.73444,-0.206554,-0.040057,0.102037,-0.169354,0.0805009
1.1921,1.80671,-0.274533,-0.0201191,0.130879,-0.178924,0.0773598
1.1659,1.77821,-0.278054,0.00037493,0.132688,-0.180023,0.0785892
1.53832,1.67987,-0.257303,-0.0633004,0.126323,-0.162463,0.0772494
1.47338,1.69513,-0.316323,-0.0506749,0.131409,-0.165344,0.0825438
1.32406,1.76612,-0.232838,-0.0327014,0.128935,-0.177164,0.0712038
0.956877,1.91217,-0.147883,0.0302569,0.107067,-0.198529,0.0694416
1.29936,1.80537,-0.238413,-0.0322249,0.140046,-0.181058,0.0684191
1.30322,1.79863,-0.179423,-0.0205737,0.124802,-0.184047,0.0660201
1.11019,1.83195,-0.197604,0.00169787,0.120791,-0.186879,0.0707927
1.10732,1.87346,-0.0485301,0.00596939,0.0972219,-0.192851,0.0591193
1.16829,1.82943,-0.0873931,0.023658,0.0976287,-0.195962,0.0634952
1.2826,1.76406,-0.227573,-0.030082,0.109508,-0.173299,0.0813834
1.22115,1.74011,-0.22284,-0.00523489,0.106948,-0.176426,0.0789361
1.21746,1.82036,-0.112558,-0.0241802,0.117622,-0.181357,0.0582278
1.4177,1.80876,-0.169595,-0.0532534,0.129941,-0.180319,0.0608973
1.42527,1.74936,-0.146525,-0.0304065,0.099165,-0.179291,0.0711557
1.26105,1.72995,-0.282237,-0.032938,0.136489,-0.167572,0.0761197
1.38446,1.76379,-0.273916,-0.0316801,0.130926,-0.178378,0.0758646
1.39942,1.70172,-0.216712,-0.0531069,0.124529,-0.161804,0.0728611
1.50867,1.70155,-0.138963,-0.0569333,0.119395,-0.166649,0.0630079
1.59344,1.69066,-0.196544,-0.0673232,0.124109,-0.165414,0.0689943
1.57549,1.67382,-0.260514,-0.0785472,0.136301,-0.159018,0.0714404
1.01533,1.86603,-0.24997,0.0112791,0.136032,-0.189046,0.0716517
1.47926,1.62069,-0.272751,-0.0617175,0.124991,-0.152819,0.079279
1.52875,1.7434,-0.181017,-0.0629286,0.119936,-0.171413,0.0678798
1.47084,1.72346,-0.138,-0.0491158,0.125365,-0.169203,0.0615948
1.24422,1.70285,-0.359358,-0.0326901,0.130421,-0.161665,0.0907854
1.72488,1.69689,-0.103594,-0.0902547,0.109449,-0.165476,0.0618242
1.53621,1.73076,-0.161834,-0.0731487,0.132143,-0.16746,0.0601227
1.42178,1.68159,-0.317348,-0.0563254,0.135595,-0.161033,0.0796424
1.4762,1.68396,-0.318576,-0.0525766,0.134243,-0.164098,0.080464
1.44397,1.744,-0.303344,-0.0592139,0.141937,-0.168437,0.0754375
1.31269,1.78461,-0.21482,-0.0367976,0.125163,-0.17656,0.0723639
1.12443,1.88986,-0.149486,0.00857004,0.126289,-0.19712,0.0607182
0.95216,1.92882,-0.0966444,0.0283518,0.101229,-0.201703,0.0645834
0.91025,1.8723,-0.184994,0.0338911,0.117337,-0.192681,0.070843
1.22355,1.78964,-0.174762,-0.0207728,0.104003,-0.178999,0.0742788
1.21852,1.79898,-0.247138,-0.0188015,0.138368,-0.180692,0.0693404
1.31773,1.73068,-0.33964,-0.0327813,0.14292,-0.169432,0.0806551
1.82495,1.52406,-0.390234,-0.118799,0.144816,-0.134744,0.0888916
1.88215,1.51719,-0.418784,-0.130789,0.154029,-0.132403,0.0889434
2.02484,1.52089,-0.379183,-0.154149,0.158657,-0.132964,0.0795959
1.98686,1.52599,-0.35193,-0.156146,0.147008,-0.131348,0.0800898
1.96347,1.51671,-0.347765,-0.130955,0.137757,-0.134976,0.0887226
1.96237,1.5186,-0.369056,-0.138162,0.131222,-0.136539,0.088154
1.34082,1.79416,-0.307042,-0.0611294,0.168479,-0.169572,0.0664174
1.36708,1.75407,-0.306577,-0.0530632,0.164049,-0.17033,0.0639365
1.43389,1.68778,-0.335896,-0.0528467,0.136069,-0.161736,0.0853967
1.54159,1.65663,-0.302088,-0.050406,0.128553,-0.165518,0.0793936
1.52012,1.72859,-0.304883,-0.0739173,0.128144,-0.164917,0.0835435
1.48798,1.66171,-0.297626,-0.064226,0.124441,-0.158249,0.0835676
1.5068,1.675,-0.288428,-0.0656178,0.12207,-0.159572,0.0837737
1.40955,1.77101,-0.238877,-0.045501,0.141038,-0.176243,0.0676637
1.4871,1.72103,-0.248862,-0.0609077,0.136286,-0.167352,0.071442
1.47352,1.71141,-0.261147,-0.0594245,0.124267,-0.165822,0.078628
1.44892,1.75547,-0.277881,-0.058515,0.140314,-0.171983,0.0725786
1.10382,1.80185,-0.298612,0.0125583,0.111158,-0.185012,0.0902011
0.867266,1.93471,-0.178992,0.0467525,0.109512,-0.204309,0.0718634
1.68357,1.5936,-0.361912,-0.0772562,0.126416,-0.15241,0.0913954
1.33164,1.76869,-0.287863,-0.0343305,0.140999,-0.175101,0.0743079
1.34744,1.77062,-0.267549,-0.0388368,0.145364,-0.175375,0.0692137
1.44447,1.65627,-0.398057,-0.0560452,0.144088,-0.156301,0.091856
1.1442,1.81998,-0.453599,-0.0175225,0.177764,-0.179737,0.0824262
1.13575,1.83397,-0.4502,-0.0214919,0.175437,-0.179719,0.0817879
1.10272,1.82473,-0.451769,-0.0196182,0.179112,-0.17711,0.0816106
1.18743,1.77431,-0.313017,-0.0242956,0.135839,-0.171835,0.0814991
1.76216,1.64762,-0.222478,-0.102037,0.14899,-0.156019,0.0622296
1.19861,1.77801,-0.114489,-0.015184,0.0820432,-0.177,0.0753508
1.3106,1.74888,-0.0998725,-0.0101287,0.0803116,-0.180608,0.0727386
1.52014,1.73474,-0.135374,-0.0559039,0.108668,-0.172172,0.0676938
1.50649,1.69341,-0.149237,-0.0498443,0.112984,-0.168891,0.064892
1.26175,1.85802,-0.226904,-0.0292072,0.140134,-0.188313,0.0639527
1.24757,1.82355,-0.246073,-0.0262449,0.142016,-0.183148,0.0650269
1.31761,1.83145,-0.20548,-0.0418694,0.139797,-0.18257,0.060329
1.29844,1.79008,-0.179418,-0.0369105,0.137252,-0.177116,0.0596202
1.78046,1.56456,-0.273096,-0.0988502,0.121949,-0.145811,0.0821922
1.5848,1.69594,-0.197,-0.0688774,0.117161,-0.166692,0.0704404
1.13897,1.82602,-0.205344,-0.0121353,0.126526,-0.181926,0.0689031
1.67643,1.65323,-0.263316,-0.0919152,0.131634,-0.156152,0.0752588
1.46969,1.75023,-0.193188,-0.0644844,0.13481,-0.1701,0.0627467
1.28196,1.78919,-0.21185,-0.0316975,0.130376,-0.177795,0.0673435
1.52677,1.75579,-0.117048,-0.0716514,0.124805,-0.171518,0.0555309
1.52127,1.65833,-0.354784,-0.0503657,0.126393,-0.164006,0.0883169
1.6022,1.71855,-0.211614,-0.0816622,0.142437,-0.165855,0.0636519
1.62126,1.70774,-0.185945,-0.0858947,0.13891,-0.162713,0.0613284
1.45604,1.66147,-0.303841,-0.0591791,0.123858,-0.157558,0.0869578
1.53038,1.6588,-0.322818,-0.0679542,0.135073,-0.15582,0.0846556
1.62861,1.65782,-0.249799,-0.0756473,0.134277,-0.159484,0.0741933
1.59887,1.67426,-0.258915,-0.0845161,0.133996,-0.158123,0.0737138
1.76707,1.60849,-0.246416,-0.0997675,0.124084,-0.150894,0.0767924
1.3645,1.75092,-0.187776,-0.0403462,0.114314,-0.172539,0.0718837
1.49468,1.71354,-0.127483,-0.056005,0.109985,-0.168348,0.0650911
1.34869,1.74623,-0.298207,-0.0371069,0.143286,-0.172135,0.0757269
1.04399,1.86214,-0.377399,0.00320512,0.156547,-0.187418,0.0809071
1.21507,1.83976,-0.0994402,-0.00504093,0.100255,-0.189907,0.0664056
1.59692,1.69057,-0.355229,-0.0825249,0.160208,-0.160108,0.0776869
1.5459,1.64031,-0.38149,-0.0802169,0.136265,-0.150576,0.0925408
1.75422,1.61068,-0.37827,-0.114468,0.149434,-0.147423,0.0813704
1.53736,1.67948,-0.2221,-0.0737013,0.10391,-0.159473,0.0814658
1.51612,1.65903,-0.216787,-0.0610656,0.108115,-0.158763,0.0807996
1.62553,1.63963,-0.169649,-0.0796928,0.110706,-0.156713,0.0699832
0.926501,1.90652,-0.355315,0.0307188,0.134362,-0.19704,0.088322
0.933973,1.83708,-0.325329,0.0213924,0.139623,-0.185002,0.079624
1.53999,1.6809,-0.219271,-0.0723207,0.115925,-0.160271,0.0765603
0.996147,1.87952,-0.300707,0.00863945,0.149437,-0.189172,0.0734753
1.10746,1.86323,-0.232442,-0.00474932,0.130271,-0.189072,0.0694632
1.14828,1.78253,-0.183437,0.0066718,0.103781,-0.181106,0.0787182
1.23769,1.80631,-0.197988,-0.00763411,0.110614,-0.183797,0.0784353
0.780548,1.95597,-0.171633,0.0557933,0.128249,-0.205561,0.0655306
1.14842,1.7904,-0.212099,-0.0180853,0.119865,-0.175026,0.0740557
1.2532,1.86152,-0.217965,-0.00569603,0.131213,-0.195122,0.0686439
1.03768,1.83514,-0.197157,-0.000554697,0.122365,-0.181165,0.0716994
1.2788,1.84162,-0.24126,-0.0114733,0.126405,-0.191737,0.0745519
1.2128,1.80632,-0.226403,-0.0132836,0.127081,-0.183936,0.0685122
1.20412,1.83913,-0.133918,-0.0095655,0.118189,-0.188974,0.060696
1.62588,1.66765,-0.316642,-0.0833937,0.132866,-0.159293,0.0814103
1.69728,1.5543,-0.463437,-0.10886,0.179404,-0.136752,0.0841421
1.64883,1.58035,-0.357186,-0.0903767,0.139706,-0.144419,0.0856484
0.731993,1.93152,-0.180144,0.0514537,0.11983,-0.19899,0.0683295
1.82215,1.50881,-0.368446,-0.110893,0.147493,-0.135381,0.0837395
1.08907,1.84323,-0.161318,0.002389,0.123992,-0.187755,0.0611652
1.18358,1.83127,-0.193024,-0.0112365,0.14549,-0.184471,0.0589501
1.09106,1.83412,-0.289441,-0.00823146,0.142051,-0.184662,0.0715411
1.27444,1.78766,-0.209266,-0.0362818,0.140803,-0.175835,0.064208
1.30599,1.7638,-0.219816,-0.0315633,0.124788,-0.174103,0.0731322
1.21212,1.77361,-0.255151,-0.0220262,0.13373,-0.1762,0.0710719
1.42895,1.70092,-0.362212,-0.0482356,0.14039,-0.165753,0.0842782
1.44607,1.70204,-0.307459,-0.0552273,0.12669,-0.165564,0.0821558
1.3143,1.78688,-0.240225,-0.0289106,0.137777,-0.178877,0.0696842
1.17991,1.79384,-0.201739,-0.0102391,0.120471,-0.178997,0.0726639
1.38566,1.74398,-0.271962,-0.0480166,0.130224,-0.16997,0.0768156
1.31682,1.78939,-0.165949,-0.0120254,0.108449,-0.185987,0.0695684
1.31609,1.84864,-0.1897,-0.0475545,0.160556,-0.182641,0.050771
1.55119,1.71001,-0.176991,-0.065796,0.128481,-0.167801,0.0630416
1.54587,1.72804,-0.0419363,-0.0582518,0.0943553,-0.172755,0.0589651
1.28622,1.82629,-0.096322,-0.0173302,0.112414,-0.18816,0.057721
0.798228,1.96155,-0.146809,0.0594608,0.116727,-0.209509,0.0643997
1.5082,1.71525,-0.274008,-0.054528,0.142855,-0.169113,0.0728242
1.68209,1.63191,-0.252305,-0.0718565,0.122025,-0.160734,0.0767576
1.65712,1.62361,-0.254044,-0.0974394,0.125114,-0.149232,0.0768947
1.63924,1.64893,-0.16807,-0.0850903,0.103918,-0.155335,0.0748226
1.42252,1.70627,-0.197344,-0.0409838,0.110543,-0.169053,0.0744294
1.33759,1.81377,-0.174559,-0.0289436,0.131809,-0.18436,0.0609028
1.24739,1.81362,-0.225853,-0.0264533,0.148812,-0.181258,0.0612596
1.34024,1.77549,-0.237114,-0.0270746,0.124023,-0.179627,0.0738644
0.919334,1.83757,-0.22792,0.0309405,0.101257,-0.18779,0.0835427
1.27961,1.76943,-0.159452,-0.0200363,0.115857,-0.176504,0.0700036
1.52393,1.75326,-0.175791,-0.0699429,0.129326,-0.169989,0.0647621
1.35877,1.75793,-0.181603,-0.0336555,0.113342,-0.174416,0.0743375
1.24191,1.74563,-0.417815,-0.0280632,0.164675,-0.168454,0.085334
1.276,1.77136,-0.397393,-0.0339213,0.157451,-0.172716,0.086457
1.47281,1.65471,-0.315148,-0.0602929,0.112914,-0.157775,0.0889576
1.26358,1.77949,-0.232391,-0.0334224,0.132819,-0.174775,0.0695241
1.63013,1.72125,-0.167086,-0.0758098,0.136134,-0.169239,0.0589775
1.31221,1.78866,-0.183336,-0.0322433,0.118661,-0.17821,0.070531
1.29236,1.79516,-0.24223,-0.0271722,0.125929,-0.181145,0.0738107
1.27597,1.7858,-0.243799,-0.0354022,0.13663,-0.176051,0.0695018
1.26396,1.80063,-0.246407,-0.0297821,0.141358,-0.179448,0.0679523
1.19407,1.84957,-0.212392,-0.0194281,0.135345,-0.186567,0.0652232
1.34379,1.82734,-0.157922,-0.0337244,0.141685,-0.185886,0.0545279
1.41958,1.73033,-0.247018,-0.0541102,0.134047,-0.168297,0.0710803
1.38498,1.69473,-0.315472,-0.0499381,0.129646,-0.161025,0.0835618
1.47343,1.73199,-0.170163,-0.0523909,0.113401,-0.1713,0.0685901
1.08966,1.85062,-0.268001,0.00144701,0.136095,-0.187802,0.0728515
1.48224,1.66316,-0.294007,-0.052354,0.106416,-0.161152,0.0887025
1.82084,1.61811,-0.265666,-0.122534,0.154445,-0.147742,0.0658481
1.85504,1.61399,-0.280714,-0.115117,0.153871,-0.152928,0.0654326
1.33362,1.73197,-0.336488,-0.0259805,0.125629,-0.1729,0.0885263
1.06992,1.89451,-0.124551,-0.000176938,0.127578,-0.194015,0.0543855
0.985468,1.97383,-0.134803,0.0212606,0.142498,-0.206852,0.0515361
0.735516,1.97172,-0.154401,0.0690917,0.108297,-0.211496,0.0695485
1.01205,1.90667,-0.279936,0.0115443,0.155574,-0.194969,0.0676134
1.12608,1.81238,-0.169961,0.011288,0.100046,-0.18617,0.077825
1.09271,1.83215,-0.169852,0.00448334,0.0972381,-0.187253,0.0744099
1.18938,1.85965,-0.160379,0.00279819,0.124419,-0.194269,0.0631911
1.56678,1.63979,-0.323931,-0.0589075,0.128579,-0.158612,0.0865226
1.47918,1.74201,-0.207282,-0.0540098,0.131542,-0.17269,0.0649293
1.24125,1.79035,-0.202345,-0.0268342,0.129656,-0.176185,0.0682771
1.2564,1.83592,-0.244689,-0.0246871,0.130904,-0.185642,0.0722548
0.9244,1.98266,-0.132816,0.0434699,0.117355,-0.214127,0.0611878
1.55323,1.66267,-0.247137,-0.0691182,0.156129,-0.159384,0.0613467
0.972145,1.89118,-0.197342,0.0338663,0.0995375,-0.199015,0.0792795
1.22516,1.80922,-0.186387,-0.0168206,0.118144,-0.181942,0.0704471
1.45906,1.7161,-0.181728,-0.0410261,0.110283,-0.171979,0.0716194
1.65681,1.66603,-0.294638,-0.0907978,0.142273,-0.157969,0.0751191
1.29939,1.77901,-0.331407,-0.0486881,0.160448,-0.169802,0.0723124
1.28313,1.7715,-0.320195,-0.0392723,0.16237,-0.172413,0.0693714
1.45814,1.73717,-0.293073,-0.0630762,0.146455,-0.168117,0.0728754
1.13268,1.79918,-0.293508,-0.0112288,0.131187,-0.178838,0.0782842
1.00057,1.867,-0.255913,0.0202857,0.119018,-0.192815,0.0776237
0.933656,1.9077,-0.0863844,0.0297894,0.112592,-0.198501,0.0578592
1.04732,1.9259,-0.0825036,0.0173334,0.109294,-0.204403,0.0549971
0.753869,1.96269,-0.192884,0.0552368,0.120693,-0.204603,0.0718667
1.23155,1.7605,-0.261115,-0.00465185,0.116319,-0.178742,0.0839739
0.832043,1.95443,-0.275756,0.0464115,0.139021,-0.204607,0.0754583
0.811551,1.91082,-0.279822,0.0426259,0.131582,-0.196344,0.0765766
1.43449,1.79059,-0.194896,-0.0621913,0.150958,-0.174619,0.0559109
1.28653,1.75691,-0.22986,-0.0352594,0.115913,-0.169976,0.0786249
1.18912,1.79571,-0.187776,-0.00775965,0.116325,-0.181066,0.0706836
1.22306,1.76519,-0.177502,-0.0178589,0.10471,-0.174269,0.0753811
1.14415,1.86664,-0.216744,-0.00419166,0.141852,-0.19032,0.0626847
1.21022,1.74004,-0.314543,-0.00286439,0.118604,-0.174998,0.0894692
1.25065,1.7531,-0.31019,-0.0135977,0.116692,-0.17696,0.0867974
1.15532,1.8236,-0.336615,-0.02664,0.155062,-0.177563,0.0765817
1.44183,1.72508,-0.182,-0.0413716,0.121146,-0.172628,0.0666339
1.55458,1.70582,-0.221184,-0.0676472,0.1384,-0.165793,0.0658126
1.08662,1.86549,-0.165035,0.00959276,0.127462,-0.193559,0.0602576
0.940631,1.91753,-0.145082,0.0160822,0.120612,-0.194759,0.0634823
1.45668,1.70574,-0.227546,-0.0656093,0.121162,-0.161763,0.0741423
1.3396,1.7543,-0.255831,-0.0343124,0.138844,-0.174067,0.0713291
1.47214,1.68868,-0.207661,-0.0535195,0.117056,-0.164678,0.0732691
1.51293,1.74148,-0.122553,-0.0629117,0.113948,-0.17061,0.0637697
1.22316,1.78516,-0.277129,-0.0182892,0.130786,-0.179433,0.0749173
1.77468,1.62145,-0.199096,-0.118888,0.127394,-0.147022,0.068018
1.36156,1.70565,-0.32157,-0.0393379,0.136138,-0.166912,0.0809559
1.43014,1.70828,-0.340712,-0.0472241,0.126249,-0.168525,0.0868715
1.35229,1.77254,-0.257435,-0.0420504,0.148336,-0.176039,0.0643581
1.09999,1.83745,-0.174826,0.0194115,0.105463,-0.192897,0.0741614
1.38275,1.80526,-0.118595,-0.0287832,0.131056,-0.185554,0.0534258
0.999128,1.8572,-0.257681,0.00717726,0.138664,-0.185829,0.0721077
1.16776,1.85661,-0.153209,-0.0113658,0.130467,-0.187764,0.060987
1.37066,1.81137,-0.128403,-0.0379002,0.123826,-0.183651,0.0570203
1.42206,1.75527,-0.132586,-0.0483729,0.115494,-0.174518,0.0610981
1.30884,1.80976,-0.171841,-0.0320492,0.119421,-0.180493,0.0686415
1.23593,1.76599,-0.267682,-0.016976,0.116304,-0.17641,0.0847718
1.21755,1.81768,-0.202089,-0.0253443,0.133752,-0.180458,0.0642276
1.30728,1.82575,-0.168487,-0.032428,0.130241,-0.184099,0.0612496
1.39209,1.71686,-0.275134,-0.0408206,0.122274,-0.169557,0.0807063
1.33784,1.80398,-0.173388,-0.029246,0.131154,-0.183426,0.0607059
0.806591,1.94846,-0.218932,0.0420883,0.111895,-0.203413,0.0752701
1.0098,1.85103,-0.22021,0.00153538,0.121887,-0.184044,0.0739901
0.941065,1.89166,-0.26536,0.0157208,0.117567,-0.190436,0.0826266
1.13827,1.90437,-0.055985,-0.00559555,0.111583,-0.196172,0.0540601
1.10457,1.83976,-0.130402,-0.000977361,0.113059,-0.185528,0.0639555
1.55281,1.68724,-0.246824,-0.0642664,0.118489,-0.162743,0.0796781
1.63388,1.6324,-0.349062,-0.0829968,0.120514,-0.153765,0.091259
1.2489,1.79142,-0.247207,-0.0243372,0.120487,-0.178105,0.0762015
1.51278,1.69498,-0.289736,-0.0712978,0.142751,-0.16067,0.0763406
1.60183,1.73735,-0.124016,-0.0819781,0.150436,-0.16678,0.0484902
1.4372,1.77722,-0.205287,-0.0582284,0.145858,-0.17642,0.0562552
1.11002,1.7764,-0.207103,-0.00321648,0.0948428,-0.176386,0.083158
1.2597,1.78627,-0.187242,-0.014556,0.0979126,-0.181477,0.0802822
1.27108,1.80712,-0.224185,-0.0252298,0.143803,-0.180119,0.0644264
1.46349,1.68466,-0.315744,-0.0605176,0.154323,-0.160686,0.0742753
1.35034,1.76554,-0.25485,-0.0431923,0.140728,-0.174613,0.0675951
0.929656,1.91739,-0.189074,0.0228114,0.112146,-0.197724,0.0703803
1.11474,1.88142,-0.184212,0.00556304,0.118326,-0.196817,0.0652517
1.05858,1.86173,-0.14537,0.00533254,0.116122,-0.189512,0.0641485
1.07309,1.87354,-0.171825,0.0108841,0.102601,-0.19392,0.0744652
1.02417,1.8841,-0.159834,0.00745111,0.101093,-0.192073,0.0736554
1.43238,1.7089,-0.241975,-0.0514027,0.137922,-0.165949,0.0690577
